id,fecha,año,circunscripción,comuna,id_región,región,provincia,id_provincia,sexo_mesa,candidato_nombre,candidato_sexo,válidos,partido,periodo,resultado
1,15/01/2006,2006,ALTO HOSPICIO,ALTO HOSPICIO,1,DE TARAPACA,IQUIQUE,3,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,3430,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
2,15/01/2006,2006,ALTO HOSPICIO,ALTO HOSPICIO,1,DE TARAPACA,IQUIQUE,3,MUJER,SEBASTIAN PIÑERA,HOMBRE,2780,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
3,15/01/2006,2006,ALTO HOSPICIO,ALTO HOSPICIO,1,DE TARAPACA,IQUIQUE,3,HOMBRE,MICHELLE BACHELET,MUJER,3910,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
4,15/01/2006,2006,ALTO HOSPICIO,ALTO HOSPICIO,1,DE TARAPACA,IQUIQUE,3,MUJER,MICHELLE BACHELET,MUJER,3170,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
5,15/01/2006,2006,ALTO HOSPICIO,ALTO HOSPICIO,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS EN BLANCO ,,47,,2006 - 2010,
6,15/01/2006,2006,ALTO HOSPICIO,ALTO HOSPICIO,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS EN BLANCO ,,43,,2006 - 2010,
7,15/01/2006,2006,ALTO HOSPICIO,ALTO HOSPICIO,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS NULOS ,,195,,2006 - 2010,
8,15/01/2006,2006,ALTO HOSPICIO,ALTO HOSPICIO,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS NULOS ,,134,,2006 - 2010,
9,15/01/2006,2006,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,17958,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
10,15/01/2006,2006,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,SEBASTIAN PIÑERA,HOMBRE,16060,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
11,15/01/2006,2006,SAN MIGUEL DE AZAPA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,126,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
12,15/01/2006,2006,SAN MIGUEL DE AZAPA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,SEBASTIAN PIÑERA,HOMBRE,128,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
13,15/01/2006,2006,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,MICHELLE BACHELET,MUJER,21500,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
14,15/01/2006,2006,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,MICHELLE BACHELET,MUJER,18311,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
15,15/01/2006,2006,SAN MIGUEL DE AZAPA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,MICHELLE BACHELET,MUJER,103,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
16,15/01/2006,2006,SAN MIGUEL DE AZAPA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,MICHELLE BACHELET,MUJER,89,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
17,15/01/2006,2006,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS EN BLANCO ,,344,,2006 - 2010,
18,15/01/2006,2006,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,VOTOS EN BLANCO ,,296,,2006 - 2010,
19,15/01/2006,2006,SAN MIGUEL DE AZAPA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS EN BLANCO ,,1,,2006 - 2010,
20,15/01/2006,2006,SAN MIGUEL DE AZAPA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,VOTOS EN BLANCO ,,4,,2006 - 2010,
21,15/01/2006,2006,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS NULOS ,,1445,,2006 - 2010,
22,15/01/2006,2006,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,VOTOS NULOS ,,979,,2006 - 2010,
23,15/01/2006,2006,SAN MIGUEL DE AZAPA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS NULOS ,,9,,2006 - 2010,
24,15/01/2006,2006,SAN MIGUEL DE AZAPA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,VOTOS NULOS ,,9,,2006 - 2010,
25,15/01/2006,2006,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,90,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
26,15/01/2006,2006,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,SEBASTIAN PIÑERA,HOMBRE,147,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
27,15/01/2006,2006,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,207,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
28,15/01/2006,2006,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,SEBASTIAN PIÑERA,HOMBRE,225,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
29,15/01/2006,2006,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,MICHELLE BACHELET,MUJER,137,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
30,15/01/2006,2006,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,MICHELLE BACHELET,MUJER,121,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
31,15/01/2006,2006,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,MICHELLE BACHELET,MUJER,229,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
32,15/01/2006,2006,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,MICHELLE BACHELET,MUJER,198,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
33,15/01/2006,2006,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS EN BLANCO ,,2,,2006 - 2010,
34,15/01/2006,2006,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,VOTOS EN BLANCO ,,1,,2006 - 2010,
35,15/01/2006,2006,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS EN BLANCO ,,6,,2006 - 2010,
36,15/01/2006,2006,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,VOTOS EN BLANCO ,,1,,2006 - 2010,
37,15/01/2006,2006,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS NULOS ,,8,,2006 - 2010,
38,15/01/2006,2006,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,VOTOS NULOS ,,6,,2006 - 2010,
39,15/01/2006,2006,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS NULOS ,,7,,2006 - 2010,
40,15/01/2006,2006,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,VOTOS NULOS ,,8,,2006 - 2010,
41,15/01/2006,2006,CAMIÑA,CAMIÑA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,460,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
42,15/01/2006,2006,CAMIÑA,CAMIÑA,1,DE TARAPACA,IQUIQUE,3,MUJER,SEBASTIAN PIÑERA,HOMBRE,483,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
43,15/01/2006,2006,CAMIÑA,CAMIÑA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,MICHELLE BACHELET,MUJER,129,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
44,15/01/2006,2006,CAMIÑA,CAMIÑA,1,DE TARAPACA,IQUIQUE,3,MUJER,MICHELLE BACHELET,MUJER,150,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
45,15/01/2006,2006,CAMIÑA,CAMIÑA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS EN BLANCO ,,4,,2006 - 2010,
46,15/01/2006,2006,CAMIÑA,CAMIÑA,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS EN BLANCO ,,5,,2006 - 2010,
47,15/01/2006,2006,CAMIÑA,CAMIÑA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS NULOS ,,6,,2006 - 2010,
48,15/01/2006,2006,CAMIÑA,CAMIÑA,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS NULOS ,,8,,2006 - 2010,
49,15/01/2006,2006,COLCHANE,COLCHANE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,252,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
50,15/01/2006,2006,COLCHANE,COLCHANE,1,DE TARAPACA,IQUIQUE,3,MUJER,SEBASTIAN PIÑERA,HOMBRE,269,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
51,15/01/2006,2006,COLCHANE,COLCHANE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,MICHELLE BACHELET,MUJER,60,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
52,15/01/2006,2006,COLCHANE,COLCHANE,1,DE TARAPACA,IQUIQUE,3,MUJER,MICHELLE BACHELET,MUJER,57,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
53,15/01/2006,2006,COLCHANE,COLCHANE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS EN BLANCO ,,6,,2006 - 2010,
54,15/01/2006,2006,COLCHANE,COLCHANE,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS EN BLANCO ,,1,,2006 - 2010,
55,15/01/2006,2006,COLCHANE,COLCHANE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS NULOS ,,6,,2006 - 2010,
56,15/01/2006,2006,COLCHANE,COLCHANE,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS NULOS ,,2,,2006 - 2010,
57,15/01/2006,2006,GENERAL LAGOS,GENERAL LAGOS,1,DE TARAPACA,PARINACOTA,2,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,176,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
58,15/01/2006,2006,GENERAL LAGOS,GENERAL LAGOS,1,DE TARAPACA,PARINACOTA,2,MUJER,SEBASTIAN PIÑERA,HOMBRE,250,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
59,15/01/2006,2006,GENERAL LAGOS,GENERAL LAGOS,1,DE TARAPACA,PARINACOTA,2,HOMBRE,MICHELLE BACHELET,MUJER,125,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
60,15/01/2006,2006,GENERAL LAGOS,GENERAL LAGOS,1,DE TARAPACA,PARINACOTA,2,MUJER,MICHELLE BACHELET,MUJER,137,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
61,15/01/2006,2006,GENERAL LAGOS,GENERAL LAGOS,1,DE TARAPACA,PARINACOTA,2,HOMBRE,VOTOS EN BLANCO ,,11,,2006 - 2010,
62,15/01/2006,2006,GENERAL LAGOS,GENERAL LAGOS,1,DE TARAPACA,PARINACOTA,2,MUJER,VOTOS EN BLANCO ,,6,,2006 - 2010,
63,15/01/2006,2006,GENERAL LAGOS,GENERAL LAGOS,1,DE TARAPACA,PARINACOTA,2,HOMBRE,VOTOS NULOS ,,16,,2006 - 2010,
64,15/01/2006,2006,GENERAL LAGOS,GENERAL LAGOS,1,DE TARAPACA,PARINACOTA,2,MUJER,VOTOS NULOS ,,7,,2006 - 2010,
65,15/01/2006,2006,CHIAPA,HUARA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,13,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
66,15/01/2006,2006,CHIAPA,HUARA,1,DE TARAPACA,IQUIQUE,3,MUJER,SEBASTIAN PIÑERA,HOMBRE,29,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
67,15/01/2006,2006,HUARA,HUARA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,517,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
68,15/01/2006,2006,HUARA,HUARA,1,DE TARAPACA,IQUIQUE,3,MUJER,SEBASTIAN PIÑERA,HOMBRE,644,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
69,15/01/2006,2006,CHIAPA,HUARA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,MICHELLE BACHELET,MUJER,8,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
70,15/01/2006,2006,CHIAPA,HUARA,1,DE TARAPACA,IQUIQUE,3,MUJER,MICHELLE BACHELET,MUJER,13,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
71,15/01/2006,2006,HUARA,HUARA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,MICHELLE BACHELET,MUJER,421,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
72,15/01/2006,2006,HUARA,HUARA,1,DE TARAPACA,IQUIQUE,3,MUJER,MICHELLE BACHELET,MUJER,500,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
73,15/01/2006,2006,CHIAPA,HUARA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS EN BLANCO ,,1,,2006 - 2010,
74,15/01/2006,2006,CHIAPA,HUARA,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS EN BLANCO ,,0,,2006 - 2010,
75,15/01/2006,2006,HUARA,HUARA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS EN BLANCO ,,3,,2006 - 2010,
76,15/01/2006,2006,HUARA,HUARA,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS EN BLANCO ,,6,,2006 - 2010,
77,15/01/2006,2006,CHIAPA,HUARA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS NULOS ,,4,,2006 - 2010,
78,15/01/2006,2006,CHIAPA,HUARA,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS NULOS ,,1,,2006 - 2010,
79,15/01/2006,2006,HUARA,HUARA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS NULOS ,,13,,2006 - 2010,
80,15/01/2006,2006,HUARA,HUARA,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS NULOS ,,19,,2006 - 2010,
81,15/01/2006,2006,IQUIQUE,IQUIQUE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,18468,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
82,15/01/2006,2006,IQUIQUE,IQUIQUE,1,DE TARAPACA,IQUIQUE,3,MUJER,SEBASTIAN PIÑERA,HOMBRE,17653,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
83,15/01/2006,2006,IQUIQUE,IQUIQUE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,MICHELLE BACHELET,MUJER,16864,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
84,15/01/2006,2006,IQUIQUE,IQUIQUE,1,DE TARAPACA,IQUIQUE,3,MUJER,MICHELLE BACHELET,MUJER,15634,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
85,15/01/2006,2006,IQUIQUE,IQUIQUE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS EN BLANCO ,,192,,2006 - 2010,
86,15/01/2006,2006,IQUIQUE,IQUIQUE,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS EN BLANCO ,,269,,2006 - 2010,
87,15/01/2006,2006,IQUIQUE,IQUIQUE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS NULOS ,,859,,2006 - 2010,
88,15/01/2006,2006,IQUIQUE,IQUIQUE,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS NULOS ,,788,,2006 - 2010,
89,15/01/2006,2006,PICA,PICA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,690,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
90,15/01/2006,2006,PICA,PICA,1,DE TARAPACA,IQUIQUE,3,MUJER,SEBASTIAN PIÑERA,HOMBRE,701,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
91,15/01/2006,2006,PICA,PICA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,MICHELLE BACHELET,MUJER,592,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
92,15/01/2006,2006,PICA,PICA,1,DE TARAPACA,IQUIQUE,3,MUJER,MICHELLE BACHELET,MUJER,555,SOCIALISTA DE CHILE,2006 - 2010,ELECTO
93,15/01/2006,2006,PICA,PICA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS EN BLANCO ,,6,,2006 - 2010,
94,15/01/2006,2006,PICA,PICA,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS EN BLANCO ,,5,,2006 - 2010,
95,15/01/2006,2006,PICA,PICA,1,DE TARAPACA,IQUIQUE,3,HOMBRE,VOTOS NULOS ,,23,,2006 - 2010,
96,15/01/2006,2006,PICA,PICA,1,DE TARAPACA,IQUIQUE,3,MUJER,VOTOS NULOS ,,20,,2006 - 2010,
97,15/01/2006,2006,MAMIÑA,POZO ALMONTE,1,DE TARAPACA,IQUIQUE,3,HOMBRE,SEBASTIAN PIÑERA,HOMBRE,50,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
98,15/01/2006,2006,MAMIÑA,POZO ALMONTE,1,DE TARAPACA,IQUIQUE,3,MUJER,SEBASTIAN PIÑERA,HOMBRE,56,RENOVACION NACIONAL,2006 - 2010,NO ELECTO
