id,fecha,año,circunscripción,comuna,id_región,región,provincia,id_provincia,sexo_mesa,candidato_nombre,candidato_sexo,válidos,partido,periodo,resultado
1,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,RICARDO LAGOS,HOMBRE,18792,POR LA DEMOCRACIA,2000 - 2006,ELECTO
2,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,RICARDO LAGOS,HOMBRE,18864,POR LA DEMOCRACIA,2000 - 2006,ELECTO
3,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,GLADYS MARIN,MUJER,1456,COMUNISTA DE CHILE,2000 - 2006,NO ELECTO
4,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,GLADYS MARIN,MUJER,1639,COMUNISTA DE CHILE,2000 - 2006,NO ELECTO
5,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,ARTURO FREI,HOMBRE,119,UNION DE CENTRO CENTRO,2000 - 2006,NO ELECTO
6,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,ARTURO FREI,HOMBRE,132,UNION DE CENTRO CENTRO,2000 - 2006,NO ELECTO
7,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,SARA LARRAIN,MUJER,183,INDEPENDIENTE,2000 - 2006,NO ELECTO
8,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,SARA LARRAIN,MUJER,112,INDEPENDIENTE,2000 - 2006,NO ELECTO
9,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,TOMAS HIRSCH,HOMBRE,298,HUMANISTA,2000 - 2006,NO ELECTO
10,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,TOMAS HIRSCH,HOMBRE,308,HUMANISTA,2000 - 2006,NO ELECTO
11,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,JOAQUIN LAVIN,HOMBRE,20615,UNION DEMOCRATA INDEPENDIENTE,2000 - 2006,ELECTO
12,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,JOAQUIN LAVIN,HOMBRE,16581,UNION DEMOCRATA INDEPENDIENTE,2000 - 2006,ELECTO
13,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS EN BLANCO ,,427,,2000 - 2006,
14,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,VOTOS EN BLANCO ,,367,,2000 - 2006,
15,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS NULOS ,,1795,,2000 - 2006,
16,12/12/1999,1999,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,VOTOS NULOS ,,1196,,2000 - 2006,
17,12/12/1999,1999,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,RICARDO LAGOS,HOMBRE,108,POR LA DEMOCRACIA,2000 - 2006,ELECTO
18,12/12/1999,1999,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,RICARDO LAGOS,HOMBRE,98,POR LA DEMOCRACIA,2000 - 2006,ELECTO
19,12/12/1999,1999,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,RICARDO LAGOS,HOMBRE,71,POR LA DEMOCRACIA,2000 - 2006,ELECTO
20,12/12/1999,1999,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,RICARDO LAGOS,HOMBRE,86,POR LA DEMOCRACIA,2000 - 2006,ELECTO
21,12/12/1999,1999,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,GLADYS MARIN,MUJER,5,COMUNISTA DE CHILE,2000 - 2006,NO ELECTO
22,12/12/1999,1999,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,MUJER,GLADYS MARIN,MUJER,6,COMUNISTA DE CHILE,2000 - 2006,NO ELECTO
23,12/12/1999,1999,CODPA,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,GLADYS MARIN,MUJER,4,COMUNISTA DE CHILE,2000 - 2006,NO ELECTO
