id,fecha,año,circunscripción,comuna,id_región,región,provincia,id_provincia,sexo_mesa,candidato_nombre,candidato_sexo,válidos,partido,periodo,resultado
1,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,PATRICIO AYLWIN AZÓCAR,HOMBRE,23230,DEMOCRATA CRISTIANO,1990 - 1994,ELECTO
2,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,PATRICIO AYLWIN AZÓCAR,HOMBRE,21326,DEMOCRATA CRISTIANO,1990 - 1994,ELECTO
3,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,FRANCISCO JAVIER ERRAZURIZ,HOMBRE,7065,INDEPENDIENTE,1990 - 1994,NO ELECTO
4,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,FRANCISCO JAVIER ERRAZURIZ,HOMBRE,7916,INDEPENDIENTE,1990 - 1994,NO ELECTO
5,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,HERNAN BUCHI,HOMBRE,11549,INDEPENDIENTE,1990 - 1994,NO ELECTO
6,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,HERNAN BUCHI,HOMBRE,14237,INDEPENDIENTE,1990 - 1994,NO ELECTO
7,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS EN BLANCO ,,392,,1990 - 1994,
8,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,VOTOS EN BLANCO ,,599,,1990 - 1994,
9,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,HOMBRE,VOTOS NULOS ,,561,,1990 - 1994,
10,14/12/1989,1989,ARICA,ARICA,1,DE TARAPACA,ARICA,1,MUJER,VOTOS NULOS ,,1154,,1990 - 1994,
11,14/12/1989,1989,CAMARONES,CAMARONES,1,DE TARAPACA,ARICA,1,HOMBRE,PATRICIO AYLWIN AZÓCAR,HOMBRE,21,DEMOCRATA CRISTIANO,1990 - 1994,ELECTO
