id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,id_región,región,circunscripción_senatorial,distrito,comuna,id_circunscripción,circusncripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,lista,válidos
8296,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Hombre,Urrutia Cardenas Salvador,Salvador Pedro,Urrutia,Cardenas,Hombre,Si,Por La Democracia,PPD,D,55
8297,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Hombre,Votos En Blanco, , , ,  ,, ,  ,,20
8298,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Hombre,Votos Nulos, ,  ,  ,  ,,  ,   ,,17
8299,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Mujer,Cisternas Flores Pedro,Pedro Armando,Cisternas,Flores,Hombre,,Comunista De Chile,PCCH,A,7
8300,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Mujer,Solari Ramirez Jose,Jose Natalio,Solari,Ramirez,Hombre,,Independiente,INDEP,B,21
8301,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Mujer,Valcarce Medina Carlos,Carlos Raul,Valcarce,Medina,Hombre,Si,Renovacion Nacional,RN,B,59
8302,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Mujer,Torres Zamora Patricio,Patricio Alejandro,Torres,Zamora,Hombre,,Alianza Humanista-Verde,PHV,C,2
8303,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Mujer,Leblanc Valenzuela Luis,Luis Enrique,Leblanc,Valenzuela,Hombre,,Democrata Cristiano,PDC,D,18
8304,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Mujer,Urrutia Cardenas Salvador,Salvador Pedro,Urrutia,Cardenas,Hombre,Si,Por La Democracia,PPD,D,50
8305,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Mujer,Votos En Blanco, , , ,  ,, ,  ,,37
8306,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,General Lagos,6,General Lagos,Mujer,Votos Nulos, ,  ,  ,  ,,  ,   ,,37
8307,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Hombre,Cisternas Flores Pedro,Pedro Armando,Cisternas,Flores,Hombre,,Comunista De Chile,PCCH,A,8
8308,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Hombre,Solari Ramirez Jose,Jose Natalio,Solari,Ramirez,Hombre,,Independiente,INDEP,B,23
8309,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Hombre,Valcarce Medina Carlos,Carlos Raul,Valcarce,Medina,Hombre,Si,Renovacion Nacional,RN,B,65
8310,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Hombre,Torres Zamora Patricio,Patricio Alejandro,Torres,Zamora,Hombre,,Alianza Humanista-Verde,PHV,C,5
8311,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Hombre,Leblanc Valenzuela Luis,Luis Enrique,Leblanc,Valenzuela,Hombre,,Democrata Cristiano,PDC,D,26
8312,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Hombre,Urrutia Cardenas Salvador,Salvador Pedro,Urrutia,Cardenas,Hombre,Si,Por La Democracia,PPD,D,53
8313,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Hombre,Votos En Blanco, , , ,  ,, ,  ,,14
8314,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Hombre,Votos Nulos, ,  ,  ,  ,,  ,   ,,21
8315,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Mujer,Cisternas Flores Pedro,Pedro Armando,Cisternas,Flores,Hombre,,Comunista De Chile,PCCH,A,5
8316,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Mujer,Solari Ramirez Jose,Jose Natalio,Solari,Ramirez,Hombre,,Independiente,INDEP,B,13
8317,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Mujer,Valcarce Medina Carlos,Carlos Raul,Valcarce,Medina,Hombre,Si,Renovacion Nacional,RN,B,29
8318,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Mujer,Torres Zamora Patricio,Patricio Alejandro,Torres,Zamora,Hombre,,Alianza Humanista-Verde,PHV,C,3
8319,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Mujer,Leblanc Valenzuela Luis,Luis Enrique,Leblanc,Valenzuela,Hombre,,Democrata Cristiano,PDC,D,24
8320,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Mujer,Urrutia Cardenas Salvador,Salvador Pedro,Urrutia,Cardenas,Hombre,Si,Por La Democracia,PPD,D,24
8321,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Mujer,Votos En Blanco, , , ,  ,, ,  ,,12
8322,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,5,Belen,Mujer,Votos Nulos, ,  ,  ,  ,,  ,   ,,31
8323,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Hombre,Cisternas Flores Pedro,Pedro Armando,Cisternas,Flores,Hombre,,Comunista De Chile,PCCH,A,19
8324,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Hombre,Solari Ramirez Jose,Jose Natalio,Solari,Ramirez,Hombre,,Independiente,INDEP,B,45
8325,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Hombre,Valcarce Medina Carlos,Carlos Raul,Valcarce,Medina,Hombre,Si,Renovacion Nacional,RN,B,468
8326,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Hombre,Torres Zamora Patricio,Patricio Alejandro,Torres,Zamora,Hombre,,Alianza Humanista-Verde,PHV,C,8
8327,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Hombre,Leblanc Valenzuela Luis,Luis Enrique,Leblanc,Valenzuela,Hombre,,Democrata Cristiano,PDC,D,114
8328,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Hombre,Urrutia Cardenas Salvador,Salvador Pedro,Urrutia,Cardenas,Hombre,Si,Por La Democracia,PPD,D,164
8329,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Hombre,Votos En Blanco, , , ,  ,, ,  ,,39
8330,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Hombre,Votos Nulos, ,  ,  ,  ,,  ,   ,,34
8331,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Mujer,Cisternas Flores Pedro,Pedro Armando,Cisternas,Flores,Hombre,,Comunista De Chile,PCCH,A,12
8332,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Mujer,Solari Ramirez Jose,Jose Natalio,Solari,Ramirez,Hombre,,Independiente,INDEP,B,15
8333,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Mujer,Valcarce Medina Carlos,Carlos Raul,Valcarce,Medina,Hombre,Si,Renovacion Nacional,RN,B,96
8334,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Mujer,Torres Zamora Patricio,Patricio Alejandro,Torres,Zamora,Hombre,,Alianza Humanista-Verde,PHV,C,3
8335,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Mujer,Leblanc Valenzuela Luis,Luis Enrique,Leblanc,Valenzuela,Hombre,,Democrata Cristiano,PDC,D,38
8336,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Mujer,Urrutia Cardenas Salvador,Salvador Pedro,Urrutia,Cardenas,Hombre,Si,Por La Democracia,PPD,D,70
8337,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Mujer,Votos En Blanco, , , ,  ,, ,  ,,31
8338,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,1,Putre,4,Putre,Mujer,Votos Nulos, ,  ,  ,  ,,  ,   ,,32
8339,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Kuzmicic Calderon Vladislav,Vladislav Dusan,Kuzmicic,Calderon,Hombre,,Independiente,INDEP,A,31
8340,Parlamentaria,Diputado,11/12/1993,1993,1994,1998,1994-1998,1,De Tarapaca,1,2,Camiña,11,Camiña,Hombre,Lemus Araya Braulio,Braulio Enrique,Lemus,Araya,Hombre,,Comunista De Chile,PCCH,A,10
