id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,id_región,región,circunscripción_senatorial,distrito,comuna,id_circunscripción,circusncripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,lista,válidos
1,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Gutierrez Torres Luis Eduardo,Luis Eduardo,Gutierrez,Torres,Hombre,,Radical,PR,A,7737
2,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Leblanc Valenzuela Luis,Luis Enrique,Leblanc,Valenzuela,Hombre,Si,Democrata Cristiano,PDC,A,10783
3,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Duran Gatica Patricio,Patricio Hernan,Duran,Gatica,Hombre,,Union Democrata Independiente,UDI,B,2138
4,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Valcarce Medina Carlos,Carlos Raul,Valcarce,Medina,Hombre,Si,Renovacion Nacional,RN,B,9423
5,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Arancibia Beaumont Patricio,Jorge Patricio,Arancibia,Beaumont,Hombre,,Independiente,INDEP,CI,868
6,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Echeverria Guzman Vicente Jesus,Vicente Jesus,Echeverria,Guzman,Hombre,,Independiente,INDEP,E,1163
7,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Pizarro Bossay Pablo,Pablo Antonio,Pizarro,Bossay,Hombre,,Independiente,INDEP,E,2297
8,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Restelli Portuguez Juan,Juan Jose,Restelli,Portuguez,Hombre,,P.A.I.S.,PAIS,G,2526
9,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Viciani Escker Orel,Orel,Viciani,Escker,Hombre,,P.A.I.S.,PAIS,G,3723
10,Parlamentaria,Diputado,14/12/1989,1989,1990,1994,1990-1994,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Votos Nulos, ,  ,  ,  ,,  ,   ,,1165
