id;tipo;cargo;fecha;año;periodo_inicio;periodo_fin;periodo;id_región;región;circunscripción_senatorial;distrito;comuna;id_circunscripción;circunscripción;sexo_mesa;candidato;nombre;apellido1;apellido2;sexo;resultado;partido;sigla;lista;válidos
7224;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Barros Perez-Cotapos Jaime;Jaime;Barros;Perez-Cotapos;Hombre;;Comunista De Chile;PCCH;A;1934
7225;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Dittborn Cordua Julio;Julio Cristobal;Dittborn;Cordua;Hombre;;Union Democrata Independiente;UDI;B;4369
7226;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Lagos Cosgrove Julio;Julio Eloy;Lagos;Cosgrove;Hombre;Si;Renovacion Nacional;RN;B;7977
7227;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Miranda Vivaceta Myrna;Myrna Leila;Miranda;Vivaceta;Mujer;;Alianza Humanista-Verde;PHV;C;645
7228;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Muñoz Leigton Victor;Victor;Muñoz;Leigton;Hombre;;Independiente;INDEP;CI;465
7229;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Bitar Chacra Sergio;Sergio;Bitar;Chacra;Hombre;Si;Por La Democracia;PPD;D;17033
7230;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Palza Corvacho Humberto;Humberto;Palza;Corvacho;Hombre;;Democrata Cristiano;PDC;D;7084
7231;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Votos En Blanco; ;;;;; ;  ;;1235
7232;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Votos Nulos; ;;;;;  ;   ;;2437
7233;Parlamentaria;Senador;11/12/1993;1993;1994;2002;1994-2002;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Barros Perez-Cotapos Jaime;Jaime;Barros;Perez-Cotapos;Hombre;;Comunista De Chile;PCCH;A;1848
