id;tipo;cargo;fecha;año;periodo_inicio;periodo_fin;periodo;id_región;región;circunscripción_senatorial;distrito;comuna;id_circunscripción;circunscripción;sexo_mesa;candidato;nombre;apellido1;apellido2;sexo;resultado;partido;sigla;lista;válidos
18678;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Hombre;Votos En Blanco;  ;;;;;  ;  ;;111
18679;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;33
18680;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;73
18681;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Frei Ruiz-Tagle Carmen;Carmen Victoria;Frei;Ruiz-Tagle;Mujer;;Democrata Cristiano;PDC;B;516
18682;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Gomez Urrutia Jose Antonio;Jose Antonio;Gomez;Urrutia;Hombre;Si;Radical Socialdemocrata;PRSD;B;1354
18683;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Barrientos Muñoz Salvador;Salvador Alfonso;Barrientos;Muñoz;Hombre;;Comunista De Chile;PCCH;C;78
18684;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Feres Nazarala Jose Gabriel;Jose Gabriel;Feres;Nazarala;Hombre;;Humanista;PH;C;45
18685;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Cantero Ojeda Carlos;Carlos Raul;Cantero;Ojeda;Hombre;Si;Renovacion Nacional;RN;D;430
18686;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Leay Moran Cristian;Cristian Antonio;Leay;Moran;Hombre;;Union Democrata Independiente;UDI;D;553
18687;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Votos Nulos;  ;;;;;  ;  ;;234
18688;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;20;Chuquicamata;Mujer;Votos En Blanco;  ;;;;;  ;  ;;92
18689;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;2
18690;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;6
18691;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Frei Ruiz-Tagle Carmen;Carmen Victoria;Frei;Ruiz-Tagle;Mujer;;Democrata Cristiano;PDC;B;12
18692;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Gomez Urrutia Jose Antonio;Jose Antonio;Gomez;Urrutia;Hombre;Si;Radical Socialdemocrata;PRSD;B;15
18693;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Barrientos Muñoz Salvador;Salvador Alfonso;Barrientos;Muñoz;Hombre;;Comunista De Chile;PCCH;C;4
18694;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Feres Nazarala Jose Gabriel;Jose Gabriel;Feres;Nazarala;Hombre;;Humanista;PH;C;1
18695;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Cantero Ojeda Carlos;Carlos Raul;Cantero;Ojeda;Hombre;Si;Renovacion Nacional;RN;D;18
18696;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Leay Moran Cristian;Cristian Antonio;Leay;Moran;Hombre;;Union Democrata Independiente;UDI;D;5
18697;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Votos Nulos;  ;;;;;  ;  ;;10
18698;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Hombre;Votos En Blanco;  ;;;;;  ;  ;;7
18699;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;1
18700;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;6
18701;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Frei Ruiz-Tagle Carmen;Carmen Victoria;Frei;Ruiz-Tagle;Mujer;;Democrata Cristiano;PDC;B;24
18702;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Gomez Urrutia Jose Antonio;Jose Antonio;Gomez;Urrutia;Hombre;Si;Radical Socialdemocrata;PRSD;B;23
18703;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Barrientos Muñoz Salvador;Salvador Alfonso;Barrientos;Muñoz;Hombre;;Comunista De Chile;PCCH;C;2
18704;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Feres Nazarala Jose Gabriel;Jose Gabriel;Feres;Nazarala;Hombre;;Humanista;PH;C;1
18705;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Cantero Ojeda Carlos;Carlos Raul;Cantero;Ojeda;Hombre;Si;Renovacion Nacional;RN;D;17
18706;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Leay Moran Cristian;Cristian Antonio;Leay;Moran;Hombre;;Union Democrata Independiente;UDI;D;20
18707;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Votos Nulos;  ;;;;;  ;  ;;2
18708;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Calama;601;Chiu Chiu;Mujer;Votos En Blanco;  ;;;;;  ;  ;;5
18709;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;34
18710;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;23
18711;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Frei Ruiz-Tagle Carmen;Carmen Victoria;Frei;Ruiz-Tagle;Mujer;;Democrata Cristiano;PDC;B;284
18712;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Gomez Urrutia Jose Antonio;Jose Antonio;Gomez;Urrutia;Hombre;Si;Radical Socialdemocrata;PRSD;B;745
18713;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Barrientos Muñoz Salvador;Salvador Alfonso;Barrientos;Muñoz;Hombre;;Comunista De Chile;PCCH;C;56
18714;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Feres Nazarala Jose Gabriel;Jose Gabriel;Feres;Nazarala;Hombre;;Humanista;PH;C;21
18715;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Cantero Ojeda Carlos;Carlos Raul;Cantero;Ojeda;Hombre;Si;Renovacion Nacional;RN;D;239
18716;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Leay Moran Cristian;Cristian Antonio;Leay;Moran;Hombre;;Union Democrata Independiente;UDI;D;207
18717;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Votos Nulos;  ;;;;;  ;  ;;103
18718;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Hombre;Votos En Blanco;  ;;;;;  ;  ;;61
18719;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;17
18720;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;18
18721;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Frei Ruiz-Tagle Carmen;Carmen Victoria;Frei;Ruiz-Tagle;Mujer;;Democrata Cristiano;PDC;B;167
18722;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Gomez Urrutia Jose Antonio;Jose Antonio;Gomez;Urrutia;Hombre;Si;Radical Socialdemocrata;PRSD;B;646
18723;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Barrientos Muñoz Salvador;Salvador Alfonso;Barrientos;Muñoz;Hombre;;Comunista De Chile;PCCH;C;24
18724;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Feres Nazarala Jose Gabriel;Jose Gabriel;Feres;Nazarala;Hombre;;Humanista;PH;C;4
18725;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Cantero Ojeda Carlos;Carlos Raul;Cantero;Ojeda;Hombre;Si;Renovacion Nacional;RN;D;175
18726;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Leay Moran Cristian;Cristian Antonio;Leay;Moran;Hombre;;Union Democrata Independiente;UDI;D;250
18727;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Votos Nulos;  ;;;;;  ;  ;;79
18728;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;17;Maria Elena;Mujer;Votos En Blanco;  ;;;;;  ;  ;;46
18729;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;2
18730;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;1
18731;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Frei Ruiz-Tagle Carmen;Carmen Victoria;Frei;Ruiz-Tagle;Mujer;;Democrata Cristiano;PDC;B;16
18732;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Gomez Urrutia Jose Antonio;Jose Antonio;Gomez;Urrutia;Hombre;Si;Radical Socialdemocrata;PRSD;B;56
18733;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Barrientos Muñoz Salvador;Salvador Alfonso;Barrientos;Muñoz;Hombre;;Comunista De Chile;PCCH;C;7
18734;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Feres Nazarala Jose Gabriel;Jose Gabriel;Feres;Nazarala;Hombre;;Humanista;PH;C;2
18735;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Cantero Ojeda Carlos;Carlos Raul;Cantero;Ojeda;Hombre;Si;Renovacion Nacional;RN;D;15
18736;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Leay Moran Cristian;Cristian Antonio;Leay;Moran;Hombre;;Union Democrata Independiente;UDI;D;14
18737;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Votos Nulos;  ;;;;;  ;  ;;2
18738;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Hombre;Votos En Blanco;  ;;;;;  ;  ;;3
18739;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;2
18740;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;2
18741;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Frei Ruiz-Tagle Carmen;Carmen Victoria;Frei;Ruiz-Tagle;Mujer;;Democrata Cristiano;PDC;B;11
18742;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Gomez Urrutia Jose Antonio;Jose Antonio;Gomez;Urrutia;Hombre;Si;Radical Socialdemocrata;PRSD;B;37
18743;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Barrientos Muñoz Salvador;Salvador Alfonso;Barrientos;Muñoz;Hombre;;Comunista De Chile;PCCH;C;0
18744;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Feres Nazarala Jose Gabriel;Jose Gabriel;Feres;Nazarala;Hombre;;Humanista;PH;C;1
18745;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Cantero Ojeda Carlos;Carlos Raul;Cantero;Ojeda;Hombre;Si;Renovacion Nacional;RN;D;8
18746;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Leay Moran Cristian;Cristian Antonio;Leay;Moran;Hombre;;Union Democrata Independiente;UDI;D;14
18747;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Votos Nulos;  ;;;;;  ;  ;;2
18748;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;18;Pedro De Valdivia;Mujer;Votos En Blanco;  ;;;;;  ;  ;;1
18749;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;2
18750;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;2
18751;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Frei Ruiz-Tagle Carmen;Carmen Victoria;Frei;Ruiz-Tagle;Mujer;;Democrata Cristiano;PDC;B;33
18752;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Gomez Urrutia Jose Antonio;Jose Antonio;Gomez;Urrutia;Hombre;Si;Radical Socialdemocrata;PRSD;B;10
18753;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Barrientos Muñoz Salvador;Salvador Alfonso;Barrientos;Muñoz;Hombre;;Comunista De Chile;PCCH;C;3
18754;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Feres Nazarala Jose Gabriel;Jose Gabriel;Feres;Nazarala;Hombre;;Humanista;PH;C;0
18755;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Cantero Ojeda Carlos;Carlos Raul;Cantero;Ojeda;Hombre;Si;Renovacion Nacional;RN;D;10
18756;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Leay Moran Cristian;Cristian Antonio;Leay;Moran;Hombre;;Union Democrata Independiente;UDI;D;6
18757;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Votos Nulos;  ;;;;;  ;  ;;3
18758;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Hombre;Votos En Blanco;  ;;;;;  ;  ;;1
18759;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Mujer;Thompson Araya Luis Ernesto;Luis Ernesto;Thompson;Araya;Hombre;;Independiente;INDEP;A;2
18760;Parlamentaria;Senador;11/12/2005;2005;2006;2014;2006-2014;2;De Antofagasta;2;3;Maria Elena;614;Quillagua;Mujer;Zuleta Alvarado Humberto;Humberto David;Zuleta;Alvarado;Hombre;;Independiente;INDEP;A;0
