id;tipo;cargo;fecha;año;periodo_inicio;periodo_fin;periodo;id_región;región;circunscripción_senatorial;distrito;comuna;id_circunscripción;circunscripción;sexo_mesa;candidato;nombre;apellido1;apellido2;sexo;resultado;partido;sigla;lista;válidos
15909;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Echeverria Allende Rigoberto;Rigoberto Orlando;Echeverria;Allende;Hombre;;Comunista De Chile;PCCH;A;1146
15910;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Ojeda Murillo Claudio;Claudio Vicente;Ojeda;Murillo;Hombre;;Humanista;PH;B;358
15911;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Lagos Cosgrove Julio;Julio Eloy;Lagos;Cosgrove;Hombre;;Renovacion Nacional;RN;C;4792
15912;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Orpis Bouchon Jaime;Jaime Antonio;Orpis;Bouchon;Hombre;Si;Union Democrata Independiente;UDI;C;7640
15913;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Macchiavello Zerega Maria Ines;Maria Ines;Macchiavello;Zerega;Mujer;;Independiente;INDEP;CI;674
15914;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Flores Labra Fernando;Carlos Fernando;Flores;Labra;Hombre;Si;Por La Democracia;PPD;E;14312
15915;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Krauss Rusque Enrique;Juan Enrique;Krauss;Rusque;Hombre;;Democrata Cristiano;PDC;E;2776
15916;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Votos Nulos;;;;;;;;;3612
15917;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Hombre;Votos En Blanco;;;;;;;;;1603
15918;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Echeverria Allende Rigoberto;Rigoberto Orlando;Echeverria;Allende;Hombre;;Comunista De Chile;PCCH;A;789
15919;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Ojeda Murillo Claudio;Claudio Vicente;Ojeda;Murillo;Hombre;;Humanista;PH;B;369
15920;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Lagos Cosgrove Julio;Julio Eloy;Lagos;Cosgrove;Hombre;;Renovacion Nacional;RN;C;5224
15921;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Orpis Bouchon Jaime;Jaime Antonio;Orpis;Bouchon;Hombre;Si;Union Democrata Independiente;UDI;C;10086
15922;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Macchiavello Zerega Maria Ines;Maria Ines;Macchiavello;Zerega;Mujer;;Independiente;INDEP;CI;832
15923;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Flores Labra Fernando;Carlos Fernando;Flores;Labra;Hombre;Si;Por La Democracia;PPD;E;15868
15924;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Krauss Rusque Enrique;Juan Enrique;Krauss;Rusque;Hombre;;Democrata Cristiano;PDC;E;2978
15925;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Votos Nulos;;;;;;;;;4408
15926;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Arica;1;Arica;Mujer;Votos En Blanco;;;;;;;;;1574
15927;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Echeverria Allende Rigoberto;Rigoberto Orlando;Echeverria;Allende;Hombre;;Comunista De Chile;PCCH;A;7
15928;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Ojeda Murillo Claudio;Claudio Vicente;Ojeda;Murillo;Hombre;;Humanista;PH;B;3
15929;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Lagos Cosgrove Julio;Julio Eloy;Lagos;Cosgrove;Hombre;;Renovacion Nacional;RN;C;56
15930;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Orpis Bouchon Jaime;Jaime Antonio;Orpis;Bouchon;Hombre;Si;Union Democrata Independiente;UDI;C;52
15931;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Macchiavello Zerega Maria Ines;Maria Ines;Macchiavello;Zerega;Mujer;;Independiente;INDEP;CI;3
15932;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Flores Labra Fernando;Carlos Fernando;Flores;Labra;Hombre;Si;Por La Democracia;PPD;E;68
15933;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Krauss Rusque Enrique;Juan Enrique;Krauss;Rusque;Hombre;;Democrata Cristiano;PDC;E;40
15934;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Votos Nulos;;;;;;;;;19
15935;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Hombre;Votos En Blanco;;;;;;;;;13
15936;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Mujer;Echeverria Allende Rigoberto;Rigoberto Orlando;Echeverria;Allende;Hombre;;Comunista De Chile;PCCH;A;0
15937;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Mujer;Ojeda Murillo Claudio;Claudio Vicente;Ojeda;Murillo;Hombre;;Humanista;PH;B;5
15938;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Mujer;Lagos Cosgrove Julio;Julio Eloy;Lagos;Cosgrove;Hombre;;Renovacion Nacional;RN;C;50
15939;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Mujer;Orpis Bouchon Jaime;Jaime Antonio;Orpis;Bouchon;Hombre;Si;Union Democrata Independiente;UDI;C;40
15940;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Mujer;Macchiavello Zerega Maria Ines;Maria Ines;Macchiavello;Zerega;Mujer;;Independiente;INDEP;CI;2
15941;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Mujer;Flores Labra Fernando;Carlos Fernando;Flores;Labra;Hombre;Si;Por La Democracia;PPD;E;56
15942;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Mujer;Krauss Rusque Enrique;Juan Enrique;Krauss;Rusque;Hombre;;Democrata Cristiano;PDC;E;37
15943;Parlamentaria;Senador;16/12/2001;2001;2002;2010;2002-2010;1;De Tarapaca;1;1;Camarones;3;Camarones;Mujer;Votos Nulos;;;;;;;;;21
