id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,id_región,región,circunscripción_senatorial,distrito,comuna,id_circunscripción,circunscripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,lista,válidos
24562,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Espinoza Cavieres Daniel,Daniel Rene,Espinoza,Cavieres,Hombre,,Democrata Cristiano,PDC,A,1673
24563,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Rossi Ciocca Fulvio,Fulvio Fabrizio,Rossi,Ciocca,Hombre,Si,Socialista De Chile,PS,A,6408
24564,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Lagos Cosgrove Julio,Julio Eloy,Lagos,Cosgrove,Hombre,,Renovacion Nacional,RN,B,1355
24565,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Orpis Bouchon Jaime,Jaime Antonio,Orpis,Bouchon,Hombre,Si,Union Democrata Independiente,UDI,B,10440
24566,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Urrutia Cardenas Salvador,Salvador Pedro,Urrutia,Cardenas,Hombre,,Independiente,INDEP,D,12346
24567,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Votos Nulos, ,,,,, , ,,2154
24568,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Votos En Blanco, ,,,,, , ,,926
24569,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Espinoza Cavieres Daniel,Daniel Rene,Espinoza,Cavieres,Hombre,,Democrata Cristiano,PDC,A,2275
24570,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Rossi Ciocca Fulvio,Fulvio Fabrizio,Rossi,Ciocca,Hombre,Si,Socialista De Chile,PS,A,8333
24571,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Lagos Cosgrove Julio,Julio Eloy,Lagos,Cosgrove,Hombre,,Renovacion Nacional,RN,B,1628
24572,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Orpis Bouchon Jaime,Jaime Antonio,Orpis,Bouchon,Hombre,Si,Union Democrata Independiente,UDI,B,11842
24573,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Urrutia Cardenas Salvador,Salvador Pedro,Urrutia,Cardenas,Hombre,,Independiente,INDEP,D,14364
24574,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Votos Nulos, ,,,,, , ,,2754
24575,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Votos En Blanco, ,,,,, , ,,876
24576,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Espinoza Cavieres Daniel,Daniel Rene,Espinoza,Cavieres,Hombre,,Democrata Cristiano,PDC,A,26
24577,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Rossi Ciocca Fulvio,Fulvio Fabrizio,Rossi,Ciocca,Hombre,Si,Socialista De Chile,PS,A,61
24578,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Lagos Cosgrove Julio,Julio Eloy,Lagos,Cosgrove,Hombre,,Renovacion Nacional,RN,B,18
24579,Parlamentaria,Senador,13/12/2009,2009,2010,2018,2010-2018,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Orpis Bouchon Jaime,Jaime Antonio,Orpis,Bouchon,Hombre,Si,Union Democrata Independiente,UDI,B,121
