id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,vuelta,id_región,región,id_provincia,provincia,comuna,circunscripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,resultado,partido,sigla,válidos
12544,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Hombre,Votos En Blanco ,,,,,,,,,3
12545,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Arturo Frei,Arturo,Frei,Bolivar,Hombre,,,Union De Centro Centro,UCC,1
12546,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Gladys Marin,Gladys,Marin,Millie,Mujer,,,Comunista De Chile,PC,7
12547,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,2ª Votación,,Union Democrata Independiente,UDI,405
12548,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Ricardo Lagos,Ricardo,Lagos,Escobar,Hombre,2ª Votación,,Por La Democracia,PPD,112
12549,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Sara Larrain,Sara,Larrain,Ruiz-Tagle,Mujer,,,Independiente,INDEP,2
12550,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,,Humanista,PH,1
12551,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Votos Nulos ,,,,,,,,,4
12552,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Votos En Blanco ,,,,,,,,,2
12553,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Arturo Frei,Arturo,Frei,Bolivar,Hombre,,,Union De Centro Centro,UCC,1
12554,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Gladys Marin,Gladys,Marin,Millie,Mujer,,,Comunista De Chile,PC,4
12555,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,2ª Votación,,Union Democrata Independiente,UDI,301
12556,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Ricardo Lagos,Ricardo,Lagos,Escobar,Hombre,2ª Votación,,Por La Democracia,PPD,44
12557,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Sara Larrain,Sara,Larrain,Ruiz-Tagle,Mujer,,,Independiente,INDEP,3
12558,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,,Humanista,PH,0
12559,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Votos Nulos ,,,,,,,,,6
12560,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Votos En Blanco ,,,,,,,,,3
12561,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Arturo Frei,Arturo,Frei,Bolivar,Hombre,,,Union De Centro Centro,UCC,2
12562,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Gladys Marin,Gladys,Marin,Millie,Mujer,,,Comunista De Chile,PC,2
12563,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,2ª Votación,,Union Democrata Independiente,UDI,360
12564,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Ricardo Lagos,Ricardo,Lagos,Escobar,Hombre,2ª Votación,,Por La Democracia,PPD,49
12565,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Sara Larrain,Sara,Larrain,Ruiz-Tagle,Mujer,,,Independiente,INDEP,1
12566,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,,Humanista,PH,0
12567,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Votos Nulos ,,,,,,,,,5
12568,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Votos En Blanco ,,,,,,,,,0
12569,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Hombre,Arturo Frei,Arturo,Frei,Bolivar,Hombre,,,Union De Centro Centro,UCC,3
12570,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Hombre,Gladys Marin,Gladys,Marin,Millie,Mujer,,,Comunista De Chile,PC,2
12571,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Hombre,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,2ª Votación,,Union Democrata Independiente,UDI,162
12572,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Hombre,Ricardo Lagos,Ricardo,Lagos,Escobar,Hombre,2ª Votación,,Por La Democracia,PPD,55
12573,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Hombre,Sara Larrain,Sara,Larrain,Ruiz-Tagle,Mujer,,,Independiente,INDEP,3
12574,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Hombre,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,,Humanista,PH,1
12575,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Hombre,Votos Nulos ,,,,,,,,,21
12576,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Hombre,Votos En Blanco ,,,,,,,,,9
12577,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Mujer,Arturo Frei,Arturo,Frei,Bolivar,Hombre,,,Union De Centro Centro,UCC,0
12578,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Mujer,Gladys Marin,Gladys,Marin,Millie,Mujer,,,Comunista De Chile,PC,2
12579,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Mujer,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,2ª Votación,,Union Democrata Independiente,UDI,206
12580,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Mujer,Ricardo Lagos,Ricardo,Lagos,Escobar,Hombre,2ª Votación,,Por La Democracia,PPD,80
12581,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Mujer,Sara Larrain,Sara,Larrain,Ruiz-Tagle,Mujer,,,Independiente,INDEP,1
12582,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Mujer,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,,Humanista,PH,0
12583,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Mujer,Votos Nulos ,,,,,,,,,7
12584,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,2,Parinacota,General Lagos,General Lagos,Mujer,Votos En Blanco ,,,,,,,,,2
12585,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Arturo Frei,Arturo,Frei,Bolivar,Hombre,,,Union De Centro Centro,UCC,2
12586,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Gladys Marin,Gladys,Marin,Millie,Mujer,,,Comunista De Chile,PC,0
12587,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,2ª Votación,,Union Democrata Independiente,UDI,26
12588,Presidencial,Presidente,12/12/1999,1999,2000,2006,2000 a 2006,1,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Ricardo Lagos,Ricardo,Lagos,Escobar,Hombre,2ª Votación,,Por La Democracia,PPD,11
