id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,vuelta,id_región,región,id_provincia,provincia,comuna,circunscripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,válidos
61863,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Alejandro  Guillier Alvarez,Alejandro ,Guillier,Alvarez,Hombre, ,Independientes,IND,7466
61864,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Sebastian Piñera Echenique,Sebastian,Piñera,Echenique,Hombre,Si,Independientes,IND,9969
61865,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Votos Nulos,,,,,,,,115
61866,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Votos En Blanco,,,,,,,,32
61867,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Alejandro  Guillier Alvarez,Alejandro ,Guillier,Alvarez,Hombre, ,Independientes,IND,179
61868,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Sebastian Piñera Echenique,Sebastian,Piñera,Echenique,Hombre,Si,Independientes,IND,617
61869,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Votos Nulos,,,,,,,,3
61870,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Votos En Blanco,,,,,,,,4
61871,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Colchane,Colchane,Mixta,Alejandro  Guillier Alvarez,Alejandro ,Guillier,Alvarez,Hombre, ,Independientes,IND,76
61872,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Colchane,Colchane,Mixta,Sebastian Piñera Echenique,Sebastian,Piñera,Echenique,Hombre,Si,Independientes,IND,814
61873,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Colchane,Colchane,Mixta,Votos Nulos,,,,,,,,4
61874,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Colchane,Colchane,Mixta,Votos En Blanco,,,,,,,,0
61875,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Huara,Chiapa,Mixta,Alejandro  Guillier Alvarez,Alejandro ,Guillier,Alvarez,Hombre, ,Independientes,IND,13
61876,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Huara,Chiapa,Mixta,Sebastian Piñera Echenique,Sebastian,Piñera,Echenique,Hombre,Si,Independientes,IND,25
61877,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Huara,Chiapa,Mixta,Votos Nulos,,,,,,,,0
61878,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Huara,Chiapa,Mixta,Votos En Blanco,,,,,,,,0
61879,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Huara,Huara,Mixta,Alejandro  Guillier Alvarez,Alejandro ,Guillier,Alvarez,Hombre, ,Independientes,IND,541
61880,Presidencial,Presidente,17/12/2017,2017,2018,2022,2018-2022,2,1,De Tarapaca,52,Del Tamarugal,Huara,Huara,Mixta,Sebastian Piñera Echenique,Sebastian,Piñera,Echenique,Hombre,Si,Independientes,IND,909
