id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,vuelta,id_región,región,id_provincia,provincia,comuna,circunscripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,válidos
24689,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Hombre,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,,Union Democrata Independiente,UDI,2245
24690,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Hombre,Michelle Bachelet,Michelle,Bachelet,Jeria,Mujer,2ª Votación,Socialista De Chile,PS,3832
24691,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Hombre,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,2ª Votación,Renovacion Nacional,RN,1118
24692,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Hombre,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,Humanista,PH,366
24693,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Hombre,Votos Nulos ,,,,,,,,219
24694,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Hombre,Votos En Blanco ,,,,,,,,77
24695,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mujer,Joaquin Lavin,Joaquin,Lavin,Infante,Hombre,,Union Democrata Independiente,UDI,1659
24696,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mujer,Michelle Bachelet,Michelle,Bachelet,Jeria,Mujer,2ª Votación,Socialista De Chile,PS,2823
24697,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mujer,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,2ª Votación,Renovacion Nacional,RN,1075
24698,Presidencial,Presidente,11/12/2005,2005,2006,2010,2006 a 2010,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mujer,Tomas Hirsch,Tomas,Hirsch,Goldschmidt,Hombre,,Humanista,PH,512
