id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,vuelta,id_región,región,id_provincia,provincia,comuna,circunscripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,válidos
42511,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Camiña,Camiña,Hombre,Eduardo Frei,Eduardo,Frei,Ruiz-Tagle,Hombre,,Democrata Cristiano,PDC,141
42512,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Camiña,Camiña,Hombre,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,Si,Renovacion Nacional,RN,485
42513,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Camiña,Camiña,Hombre,Votos Nulos ,,,,,,,,17
42514,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Camiña,Camiña,Hombre,Votos En Blanco ,,,,,,,,3
42515,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Eduardo Frei,Eduardo,Frei,Ruiz-Tagle,Hombre,,Democrata Cristiano,PDC,133
42516,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,Si,Renovacion Nacional,RN,510
42517,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Votos Nulos ,,,,,,,,8
42518,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Camiña,Camiña,Mujer,Votos En Blanco ,,,,,,,,2
42519,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Eduardo Frei,Eduardo,Frei,Ruiz-Tagle,Hombre,,Democrata Cristiano,PDC,51
42520,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,Si,Renovacion Nacional,RN,324
42521,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Votos Nulos ,,,,,,,,5
42522,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Colchane,Colchane,Hombre,Votos En Blanco ,,,,,,,,1
42523,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Eduardo Frei,Eduardo,Frei,Ruiz-Tagle,Hombre,,Democrata Cristiano,PDC,40
42524,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,Si,Renovacion Nacional,RN,275
42525,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Votos Nulos ,,,,,,,,7
42526,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Colchane,Colchane,Mujer,Votos En Blanco ,,,,,,,,1
42527,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Eduardo Frei,Eduardo,Frei,Ruiz-Tagle,Hombre,,Democrata Cristiano,PDC,8
42528,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,Si,Renovacion Nacional,RN,17
42529,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Votos Nulos ,,,,,,,,2
42530,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Chiapa,Hombre,Votos En Blanco ,,,,,,,,0
42531,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Eduardo Frei,Eduardo,Frei,Ruiz-Tagle,Hombre,,Democrata Cristiano,PDC,4
42532,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,Si,Renovacion Nacional,RN,14
42533,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Votos Nulos ,,,,,,,,1
42534,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Chiapa,Mujer,Votos En Blanco ,,,,,,,,0
42535,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Huara,Hombre,Eduardo Frei,Eduardo,Frei,Ruiz-Tagle,Hombre,,Democrata Cristiano,PDC,460
42536,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Huara,Hombre,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,Si,Renovacion Nacional,RN,696
42537,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Huara,Hombre,Votos Nulos ,,,,,,,,28
42538,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Huara,Hombre,Votos En Blanco ,,,,,,,,10
42539,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Huara,Mujer,Eduardo Frei,Eduardo,Frei,Ruiz-Tagle,Hombre,,Democrata Cristiano,PDC,367
42540,Presidencial,Presidente,17/01/2010,2010,2010,2014,2010 a 2014,2,1,De Tarapaca,3,Iquique,Huara,Huara,Mujer,Sebastian Piñera,Sebastian,Piñera,Echenique,Hombre,Si,Renovacion Nacional,RN,638
