id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,vuelta,id_región,región,id_provincia,provincia,comuna,circunscripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,válidos
55603,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Alejandro  Guillier Alvarez,Alejandro ,Guillier,Alvarez,Hombre,2ª Votación,Independientes,IND,3630
55604,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Alejandro Navarro Brain,Alejandro,Navarro,Brain,Hombre,,Pais,PAIS,54
55605,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Beatriz Sanchez Muñoz,Beatriz,Sanchez,Muñoz,Mujer,,Independientes,IND,4492
55606,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Carolina Goic Boroevic,Carolina,Goic,Boroevic,Mujer,,Partido Democrata Cristiano,PDC,868
55607,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Eduardo Artes Brichetti,Eduardo,Artes,Brichetti,Hombre,,Union Patriotica,UPA,82
55608,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Jose Antonio Kast Rist,Jose Antonio,Kast,Rist,Hombre,,Independientes,IND,2070
55609,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Marco  Enriquez-Ominami Gumucio,Marco ,Enriquez-Ominami,Gumucio,Hombre,,Partido Progresista,PRO,1743
55610,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Sebastian Piñera Echenique,Sebastian,Piñera,Echenique,Hombre,2ª Votación,Independientes,IND,5552
55611,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Votos Nulos,,,,,,,,117
55612,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,3,Iquique,Alto Hospicio,Alto Hospicio,Mixta,Votos En Blanco,,,,,,,,76
55613,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Alejandro  Guillier Alvarez,Alejandro ,Guillier,Alvarez,Hombre,2ª Votación,Independientes,IND,124
55614,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Alejandro Navarro Brain,Alejandro,Navarro,Brain,Hombre,,Pais,PAIS,2
55615,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Beatriz Sanchez Muñoz,Beatriz,Sanchez,Muñoz,Mujer,,Independientes,IND,78
55616,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Carolina Goic Boroevic,Carolina,Goic,Boroevic,Mujer,,Partido Democrata Cristiano,PDC,10
55617,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Eduardo Artes Brichetti,Eduardo,Artes,Brichetti,Hombre,,Union Patriotica,UPA,3
55618,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Jose Antonio Kast Rist,Jose Antonio,Kast,Rist,Hombre,,Independientes,IND,42
55619,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Marco  Enriquez-Ominami Gumucio,Marco ,Enriquez-Ominami,Gumucio,Hombre,,Partido Progresista,PRO,44
55620,Presidencial,Presidente,19/11/2017,2017,2018,2022,2018-2022,1,1,De Tarapaca,52,Del Tamarugal,Camiña,Camiña,Mixta,Sebastian Piñera Echenique,Sebastian,Piñera,Echenique,Hombre,2ª Votación,Independientes,IND,445
