id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,id_región,región,circunscripción_senatorial,distrito,comuna,id_circunscripción,circusncripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,lista,válidos
25707,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Porcile Ortiz Jose Segundo,Jose Segundo,Porcile,Ortiz,Hombre,,Humanista,PH,A,96
25708,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Diaz Hevia Elena,Amelia Elena,Diaz,Hevia,Mujer,,Comunista De Chile,PCCH,B,1251
25709,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Zapata Espinoza Eloy Segundo,Eloy Segundo,Zapata,Espinoza,Hombre,,Radical Socialdemocrata,PRSD,E,499
25710,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,De La Plaza Gumucio Patricio,Patricio Vicente,De La Plaza,Gumucio,Hombre,Concejal,Union Democrata Independiente,UDI,C,101
25711,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Arancibia Jaime,Jaime,Arancibia,,Hombre,Concejal,Independiente,IND,C,229
25712,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Sotomayor Inostroza Hector,Hector Segundo,Sotomayor,Inostroza,Hombre,,Union De Centro Centro,UCC,D,64
25713,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Alata Godoy Eduardo,Eduardo,Alata,Godoy,Hombre,,Humanista,PH,A,97
25714,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Lam Luza Fresia,Fresia Victoria,Lam,Luza,Mujer,Concejal,Socialista De Chile,PS,E,132
25715,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Eloy Gomez Oscar,Oscar Gustavo,Eloy,Gomez,Hombre,,Independiente,IND,B,448
25716,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Risco Osses Maria,Maria Guadalupe,Risco,Osses,Mujer,Concejal,Por La Democracia,PPD,E,100
25717,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Valcarce Medina Carlos,Carlos Raul,Valcarce,Medina,Hombre,Alcalde,Renovacion Nacional,RN,C,14340
25718,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Arenas Sandoval Miriam,Miriam De Las Mercedes,Arenas,Sandoval,Mujer,,Democrata Cristiano,PDC,E,617
25719,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Nuñez Jaramillo Fernando,Fernando Roberto,Nuñez,Jaramillo,Hombre,,Independiente,IND,B,199
25720,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Cortes Clementi Ariel,Ariel Arturo,Cortes,Clementi,Hombre,,Independiente,IND,D,33
25721,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Pereira Urrutia Sigifredo,Sigifredo,Pereira,Urrutia,Hombre,,Comunista De Chile,PCCH,B,76
25722,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Gonzalez Carrasco Paul Gabriel,Paul Gabriel,Gonzalez,Carrasco,Hombre,,Comunista De Chile,PCCH,B,150
25723,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Ojeda Murillo Carlos Jorge,Carlos Jorge,Ojeda,Murillo,Hombre,,Humanista,PH,A,224
25724,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Piñones Piñones Eduardo,Eduardo Del Carmen,Piñones,Piñones,Hombre,,Independiente,IND,B,221
25725,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Rodriguez Alanoca Anselmo,Anselmo,Rodriguez,Alanoca,Hombre,,Independiente,IND,A,95
25726,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Ordenes Toro Luis,Luis Alberto,Ordenes,Toro,Hombre,,Independiente,IND,B,374
25727,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Paredes Fierro Ivan,Luis Ivan,Paredes,Fierro,Hombre,Concejal,Socialista De Chile,PS,E,9646
25728,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Muñoz Perez Jose,Jose Jesus,Muñoz,Perez,Hombre,,Comunista De Chile,PCCH,B,259
25729,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Sankan Martinez Waldo,Waldo Lucio,Sankan,Martinez,Hombre,Concejal,Por La Democracia,PPD,E,3111
25730,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Salazar Pincheira Hector,Hector Luis,Salazar,Pincheira,Hombre,,Independiente,IND,A,107
25731,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Matte Contreras Sebastian,Sebastian,Matte,Contreras,Hombre,Concejal,Independiente,IND,C,49
25732,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Flores Hidalgo Ada,Ada Nadezka,Flores,Hidalgo,Mujer,,Democrata Cristiano,PDC,E,277
25733,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Votos En Blanco, ,  , ,, , , , ,1020
25734,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Votos Nulos, ,  , ,, , , , ,2203
25735,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Porcile Ortiz Jose Segundo,Jose Segundo,Porcile,Ortiz,Hombre,,Humanista,PH,A,229
25736,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Diaz Hevia Elena,Amelia Elena,Diaz,Hevia,Mujer,,Comunista De Chile,PCCH,B,921
25737,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Zapata Espinoza Eloy Segundo,Eloy Segundo,Zapata,Espinoza,Hombre,,Radical Socialdemocrata,PRSD,E,409
25738,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,De La Plaza Gumucio Patricio,Patricio Vicente,De La Plaza,Gumucio,Hombre,Concejal,Union Democrata Independiente,UDI,C,74
25739,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Arancibia Jaime,Jaime,Arancibia,,Hombre,Concejal,Independiente,IND,C,149
25740,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Sotomayor Inostroza Hector,Hector Segundo,Sotomayor,Inostroza,Hombre,,Union De Centro Centro,UCC,D,68
25741,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Alata Godoy Eduardo,Eduardo,Alata,Godoy,Hombre,,Humanista,PH,A,92
25742,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Lam Luza Fresia,Fresia Victoria,Lam,Luza,Mujer,Concejal,Socialista De Chile,PS,E,183
25743,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Eloy Gomez Oscar,Oscar Gustavo,Eloy,Gomez,Hombre,,Independiente,IND,B,571
25744,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Risco Osses Maria,Maria Guadalupe,Risco,Osses,Mujer,Concejal,Por La Democracia,PPD,E,97
25745,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Valcarce Medina Carlos,Carlos Raul,Valcarce,Medina,Hombre,Alcalde,Renovacion Nacional,RN,C,16775
25746,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Arenas Sandoval Miriam,Miriam De Las Mercedes,Arenas,Sandoval,Mujer,,Democrata Cristiano,PDC,E,780
25747,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Nuñez Jaramillo Fernando,Fernando Roberto,Nuñez,Jaramillo,Hombre,,Independiente,IND,B,260
25748,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Cortes Clementi Ariel,Ariel Arturo,Cortes,Clementi,Hombre,,Independiente,IND,D,31
25749,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Pereira Urrutia Sigifredo,Sigifredo,Pereira,Urrutia,Hombre,,Comunista De Chile,PCCH,B,58
25750,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Gonzalez Carrasco Paul Gabriel,Paul Gabriel,Gonzalez,Carrasco,Hombre,,Comunista De Chile,PCCH,B,122
25751,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Ojeda Murillo Carlos Jorge,Carlos Jorge,Ojeda,Murillo,Hombre,,Humanista,PH,A,256
25752,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Piñones Piñones Eduardo,Eduardo Del Carmen,Piñones,Piñones,Hombre,,Independiente,IND,B,322
25753,Municipales,Concejal,29/10/2000,2000,2000,2004,2000-2004,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Rodriguez Alanoca Anselmo,Anselmo,Rodriguez,Alanoca,Hombre,,Independiente,IND,A,111
