id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,id_región,región,circunscripción_senatorial,distrito,comuna,id_circunscripción,circusncripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,lista,válidos
7165,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Diaz Hevia Elena,Amelia Elena,Diaz,Hevia,Mujer,,Comunista De Chile,PCCH,C,2074
7166,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Atencio Cortez Pedro,Pedro Segundo,Atencio,Cortez,Hombre,,Comunista De Chile,PCCH,C,215
7167,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Llanos Llangato Emilio,Emilio Segundo,Llanos,Llangato,Hombre,,Independiente,IND,CI,499
7168,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Perez Riveros Eduardo,Eduardo,Perez,Riveros,Hombre,,Democrata Cristiano,PDC,F,300
7169,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Arancibia Jaime,Jaime,Arancibia,,Hombre,Concejal,Independiente,IND,D,4447
7170,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Alata Godoy Eduardo,Eduardo,Alata,Godoy,Hombre,,Independiente,IND,E,122
7171,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Gutierrez Torres Luis Eduardo,Luis Eduardo,Gutierrez,Torres,Hombre,Concejal,Radical Socialdemocrata,PRSD,F,6396
7172,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Lam Luza Fresia,Fresia Victoria,Lam,Luza,Mujer,Concejal,Socialista De Chile,PS,F,247
7173,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Restelli Portuguez Juan,Juan Jose,Restelli,Portuguez,Hombre,Concejal,Por La Democracia,PPD,F,417
7174,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Lagos Zuñiga Hernan Alfredo,Hernan Alfredo,Lagos,Zuñiga,Hombre,Concejal,Democrata Cristiano,PDC,F,1746
7175,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Olivares Camus Julio,Julio Segundo,Olivares,Camus,Hombre,,Comunista De Chile,PCCH,C,131
7176,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Arenas Sandoval Miriam,Miriam De Las Mercedes,Arenas,Sandoval,Mujer,Concejal,Democrata Cristiano,PDC,F,763
7177,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Humeres Nuñez Alicia,Alicia Mireya,Humeres,Nuñez,Mujer,,Comunista De Chile,PCCH,C,92
7178,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Cisternas Flores Pedro,Pedro Armando,Cisternas,Flores,Hombre,,Comunista De Chile,PCCH,C,118
7179,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Urrutia Aldunate Marcelo,Marcelo Heriberto,Urrutia,Aldunate,Hombre,,Independiente,IND,D,414
7180,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Sierra Neira Aquiles,Aquiles Tucapel,Sierra,Neira,Hombre,,Renovacion Nacional,RN,D,803
7181,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Gajardo Castillo Jacobo,Ladislao Jacobo,Gajardo,Castillo,Hombre,,Comunista De Chile,PCCH,C,148
7182,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Ojeda Murillo Carlos Jorge,Carlos Jorge,Ojeda,Murillo,Hombre,,Humanista,PH,E,76
7183,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Huerta Valenzuela Claudio,Claudio Alberto,Huerta,Valenzuela,Hombre,,Humanista,PH,E,79
7184,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Onell Lucero Sergio,Sergio Hernan,Onell,Lucero,Hombre,,Humanista,PH,E,364
7185,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Diaz Rivas Patricia,Patricia Del Carmen,Diaz,Rivas,Mujer,,Humanista,PH,E,75
7186,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Paredes Fierro Ivan,Luis Ivan,Paredes,Fierro,Hombre,Alcalde,Socialista De Chile,PS,F,14541
7187,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Moya Muñoz Patricio Eduardo,Patricio Eduardo,Moya,Muñoz,Hombre,Concejal,Por La Democracia,PPD,F,611
7188,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Cofre Fernandez Jose,Jose De Jesus,Cofre,Fernandez,Hombre,,Comunista De Chile,PCCH,C,68
7189,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Votos En Blanco,  ,  ,  , , , , , ,1207
7190,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,1,Arica,Hombre,Votos Nulos,  ,  ,  , , , , , ,2854
7191,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Diaz Hevia Elena,Amelia Elena,Diaz,Hevia,Mujer,,Comunista De Chile,PCCH,C,1625
7192,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Atencio Cortez Pedro,Pedro Segundo,Atencio,Cortez,Hombre,,Comunista De Chile,PCCH,C,183
7193,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Llanos Llangato Emilio,Emilio Segundo,Llanos,Llangato,Hombre,,Independiente,IND,CI,541
7194,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Perez Riveros Eduardo,Eduardo,Perez,Riveros,Hombre,,Democrata Cristiano,PDC,F,264
7195,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Arancibia Jaime,Jaime,Arancibia,,Hombre,Concejal,Independiente,IND,D,3861
7196,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Alata Godoy Eduardo,Eduardo,Alata,Godoy,Hombre,,Independiente,IND,E,97
7197,Municipales,Concejal,27/10/1996,1996,1996,2000,1996-2000,1,De Tarapaca,1,1,Arica,2,Arica,Mujer,Gutierrez Torres Luis Eduardo,Luis Eduardo,Gutierrez,Torres,Hombre,Concejal,Radical Socialdemocrata,PRSD,F,6748
