id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,id_región,región,circunscripción_senatorial,distrito,comuna,id_circunscripción,circusncripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,lista,válidos
5921,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Baltolu Rasera Nino,Nino,Baltolu,Rasera,Hombre,,Independiente,IND,E,10713
5922,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Ojeda Murillo Carlos Jorge,Carlos Jorge,Ojeda,Murillo,Hombre,,Humanista,PH,D,1148
5923,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Sankan Martinez Waldo,Waldo Lucio,Sankan,Martinez,Hombre,Si,Independiente,IND,CI,12489
5924,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Zapata Valenzuela Patricio Hernan,Patricio Hernan,Zapata,Valenzuela,Hombre,,Radical Socialdemocrata,PRSD,F,4654
5925,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Votos Nulos, ,  , ,,, , , ,2371
5926,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,1,Arica,Hombre,Votos En Blanco, ,  , ,,, , , ,860
5927,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Baltolu Rasera Nino,Nino,Baltolu,Rasera,Hombre,,Independiente,IND,E,12377
5928,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Ojeda Murillo Carlos Jorge,Carlos Jorge,Ojeda,Murillo,Hombre,,Humanista,PH,D,1118
5929,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Sankan Martinez Waldo,Waldo Lucio,Sankan,Martinez,Hombre,Si,Independiente,IND,CI,16045
5930,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Zapata Valenzuela Patricio Hernan,Patricio Hernan,Zapata,Valenzuela,Hombre,,Radical Socialdemocrata,PRSD,F,5446
5931,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Votos Nulos, ,  , ,,, , , ,2868
5932,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,2,Arica,Mujer,Votos En Blanco, ,  , ,,, , , ,794
5933,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Baltolu Rasera Nino,Nino,Baltolu,Rasera,Hombre,,Independiente,IND,E,108
5934,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Ojeda Murillo Carlos Jorge,Carlos Jorge,Ojeda,Murillo,Hombre,,Humanista,PH,D,18
5935,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Sankan Martinez Waldo,Waldo Lucio,Sankan,Martinez,Hombre,Si,Independiente,IND,CI,91
5936,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Zapata Valenzuela Patricio Hernan,Patricio Hernan,Zapata,Valenzuela,Hombre,,Radical Socialdemocrata,PRSD,F,21
5937,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Votos Nulos, ,  , ,,, , , ,15
5938,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Hombre,Votos En Blanco, ,  , ,,, , , ,14
5939,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Mujer,Baltolu Rasera Nino,Nino,Baltolu,Rasera,Hombre,,Independiente,IND,E,123
5940,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Mujer,Ojeda Murillo Carlos Jorge,Carlos Jorge,Ojeda,Murillo,Hombre,,Humanista,PH,D,11
5941,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Mujer,Sankan Martinez Waldo,Waldo Lucio,Sankan,Martinez,Hombre,Si,Independiente,IND,CI,102
5942,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Mujer,Zapata Valenzuela Patricio Hernan,Patricio Hernan,Zapata,Valenzuela,Hombre,,Radical Socialdemocrata,PRSD,F,16
5943,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Mujer,Votos Nulos, ,  , ,,, , , ,16
5944,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Mujer,Votos En Blanco, ,  , ,,, , , ,16
5945,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Camarones,3,Camarones,Hombre,Alata Godoy Luis Enrique,Luis Enrique,Alata,Godoy,Hombre,,Democrata Cristiano,PDC,C,153
5946,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Camarones,3,Camarones,Hombre,Alvarado Aravena Manuel Eduardo,Manuel Eduardo,Alvarado,Aravena,Hombre,,Humanista,PH,D,49
5947,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Camarones,3,Camarones,Hombre,Mery Ahumada Hernan,Hernan Ipax,Mery,Ahumada,Hombre,,Union Democrata Independiente,UDI,E,138
5948,Municipales,Alcalde,26/10/2008,2008,2008,2012,2008-2012,15,Arica Y Parinacota,1,1,Camarones,3,Camarones,Hombre,Romero Menacho Martin Ivan,Ivan Martin,Romero,Menacho,Hombre,Si,Independiente,IND,B,73
