id,tipo,cargo,fecha,año,periodo_inicio,periodo_fin,periodo,id_región,región,circunscripción_senatorial,distrito,comuna,id_circunscripción,circusncripción,sexo_mesa,candidato,nombre,apellido1,apellido2,sexo,resultado,partido,sigla,lista,válidos
12212,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Antonella Muñoz Araya,Antonella Missar,Muñoz,Araya,Mujer,,Independiente,IND, ,517
12213,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Eva Chang Chambe,Eva Felipa,Chang,Chambe,Mujer,,Partido Igualdad,IGUALDAD,A,586
12214,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Gabriel Alamo Alamo,Gabriel Mashid,Alamo,Alamo,Hombre,,Partido Regionalista De Los Independientes,PRI,B,976
12215,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Ivan Paredes Fierro,Luis Ivan,Paredes,Fierro,Hombre,,Independiente,IND,I,6232
12216,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Luis Rocafull Lopez,Luis Alberto,Rocafull,Lopez,Hombre,,Partido Socialista De Chile,PS,F,11216
12217,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Salvador Pedro Urrutia Cardenas,Salvador Pedro,Urrutia,Cardenas,Hombre,Si,Partido Progresista,PRO,C,17264
12218,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Sergio Stancic Machicao,Sergio Juan,Stancic,Machicao,Hombre,,Independiente,IND, ,417
12219,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Ximena Valcarce Becerra,Ximena Veronica,Valcarce,Becerra,Mujer,,Renovacion Nacional,RN,H,11357
12220,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Votos Nulos,,,,,,,,,2191
12221,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,1,Arica,Mixta,Votos En Blanco,,,,,,,,,931
12222,Municipales,Alcalde,28/10/2012,2012,2012,2016,2012-2016,15,Arica Y Parinacota,1,1,Arica,599,San Miguel De Azapa,Mixta,Antonella Muñoz Araya,Antonella Missar,Muñoz,Araya,Mujer,,Independiente,IND, ,27
