date,location,new_cases,new_deaths,total_cases,total_deaths,countryid,hundred_cases,day,total_today,date_today,day_today
12/03/2020,United Kingdom,83,0,456,6,196,1,7,70272,22016,37
13/03/2020,United Kingdom,134,4,590,10,196,1,8,70272,22016,37
14/03/2020,United Kingdom,117,0,707,10,196,1,9,70272,22016,37
15/03/2020,United Kingdom,433,11,1140,21,196,1,10,70272,22016,37
16/03/2020,United Kingdom,251,14,1391,35,196,1,11,70272,22016,37
17/03/2020,United Kingdom,152,20,1543,55,196,1,12,70272,22016,37
18/03/2020,United Kingdom,407,5,1950,60,196,1,13,70272,22016,37
19/03/2020,United Kingdom,680,43,2630,103,196,1,14,70272,22016,37
20/03/2020,United Kingdom,647,41,3277,144,196,1,15,70272,22016,37
21/03/2020,United Kingdom,706,33,3983,177,196,1,16,70272,22016,37
22/03/2020,United Kingdom,1035,56,5018,233,196,1,17,70272,22016,37
23/03/2020,United Kingdom,665,48,5683,281,196,1,18,70272,22016,37
24/03/2020,United Kingdom,967,54,6650,335,196,1,19,70272,22016,37
25/03/2020,United Kingdom,1427,87,8077,422,196,1,20,70272,22016,37
26/03/2020,United Kingdom,1452,41,9529,463,196,1,21,70272,22016,37
27/03/2020,United Kingdom,2129,115,11658,578,196,1,22,70272,22016,37
28/03/2020,United Kingdom,2885,181,14543,759,196,1,23,70272,22016,37
29/03/2020,United Kingdom,2546,260,17089,1019,196,1,24,70272,22016,37
30/03/2020,United Kingdom,2433,209,19522,1228,196,1,25,70272,22016,37
31/03/2020,United Kingdom,2619,180,22141,1408,196,1,26,70272,22016,37
01/04/2020,United Kingdom,3009,381,25150,1789,196,1,27,70272,22016,37
02/04/2020,United Kingdom,4324,743,29474,2532,196,1,28,70272,22016,37
03/04/2020,United Kingdom,4244,389,33718,2921,196,1,29,70272,22016,37
04/04/2020,United Kingdom,4450,684,38168,3605,196,1,30,70272,22016,37
05/04/2020,United Kingdom,3735,708,41903,4313,196,1,31,70272,22016,37
06/04/2020,United Kingdom,5903,621,47806,4934,196,1,32,70272,22016,37
07/04/2020,United Kingdom,3802,439,51608,5373,196,1,33,70272,22016,37
08/04/2020,United Kingdom,3634,786,55242,6159,196,1,34,70272,22016,37
09/04/2020,United Kingdom,5491,938,60733,7097,196,1,35,70272,22016,37
10/04/2020,United Kingdom,4344,881,65077,7978,196,1,36,70272,22016,37
11/04/2020,United Kingdom,5195,980,70272,8958,196,1,37,70272,22016,37
03/03/2020,United States,14,4,103,6,197,1,1,501560,22016,40
04/03/2020,United States,22,3,125,9,197,1,2,501560,22016,40
05/03/2020,United States,34,2,159,11,197,1,3,501560,22016,40
06/03/2020,United States,74,1,233,12,197,1,4,501560,22016,40
07/03/2020,United States,105,2,338,14,197,1,5,501560,22016,40
08/03/2020,United States,95,3,433,17,197,1,6,501560,22016,40
09/03/2020,United States,121,4,554,21,197,1,7,501560,22016,40
10/03/2020,United States,200,5,754,26,197,1,8,501560,22016,40
11/03/2020,United States,271,2,1025,28,197,1,9,501560,22016,40
12/03/2020,United States,287,2,1312,30,197,1,10,501560,22016,40
13/03/2020,United States,351,10,1663,40,197,1,11,501560,22016,40
14/03/2020,United States,511,7,2174,47,197,1,12,501560,22016,40
15/03/2020,United States,777,10,2951,57,197,1,13,501560,22016,40
16/03/2020,United States,823,12,3774,69,197,1,14,501560,22016,40
17/03/2020,United States,887,16,4661,85,197,1,15,501560,22016,40
18/03/2020,United States,1766,23,6427,108,197,1,16,501560,22016,40
19/03/2020,United States,2988,42,9415,150,197,1,17,501560,22016,40
20/03/2020,United States,4835,0,14250,150,197,1,18,501560,22016,40
21/03/2020,United States,5374,110,19624,260,197,1,19,501560,22016,40
22/03/2020,United States,7123,80,26747,340,197,1,20,501560,22016,40
23/03/2020,United States,8459,131,35206,471,197,1,21,501560,22016,40
24/03/2020,United States,11236,119,46442,590,197,1,22,501560,22016,40
25/03/2020,United States,8789,211,55231,801,197,1,23,501560,22016,40
26/03/2020,United States,13963,249,69194,1050,197,1,24,501560,22016,40
27/03/2020,United States,16797,246,85991,1296,197,1,25,501560,22016,40
28/03/2020,United States,18695,411,104686,1707,197,1,26,501560,22016,40
29/03/2020,United States,19979,484,124665,2191,197,1,27,501560,22016,40
30/03/2020,United States,18360,318,143025,2509,197,1,28,501560,22016,40
31/03/2020,United States,21595,661,164620,3170,197,1,29,501560,22016,40
01/04/2020,United States,24998,909,189618,4079,197,1,30,501560,22016,40
02/04/2020,United States,27103,1059,216721,5138,197,1,31,501560,22016,40
03/04/2020,United States,28819,915,245540,6053,197,1,32,501560,22016,40
04/04/2020,United States,32425,1104,277965,7157,197,1,33,501560,22016,40
05/04/2020,United States,34272,1344,312237,8501,197,1,34,501560,22016,40
06/04/2020,United States,25398,1146,337635,9647,197,1,35,501560,22016,40
07/04/2020,United States,30561,1342,368196,10989,197,1,36,501560,22016,40
08/04/2020,United States,30613,1906,398809,12895,197,1,37,501560,22016,40
09/04/2020,United States,33323,1922,432132,14817,197,1,38,501560,22016,40
10/04/2020,United States,33901,1873,466033,16690,197,1,39,501560,22016,40
11/04/2020,United States,35527,2087,501560,18777,197,1,40,501560,22016,40
21/03/2020,Uruguay,16,0,110,0,199,1,1,494,22016,22
22/03/2020,Uruguay,25,0,135,0,199,1,2,494,22016,22
23/03/2020,Uruguay,23,0,158,0,199,1,3,494,22016,22
24/03/2020,Uruguay,4,0,162,0,199,1,4,494,22016,22
25/03/2020,Uruguay,27,0,189,0,199,1,5,494,22016,22
26/03/2020,Uruguay,28,0,217,0,199,1,6,494,22016,22
27/03/2020,Uruguay,21,0,238,0,199,1,7,494,22016,22
28/03/2020,Uruguay,0,0,238,0,199,1,8,494,22016,22
29/03/2020,Uruguay,66,0,304,0,199,1,9,494,22016,22
30/03/2020,Uruguay,5,1,309,1,199,1,10,494,22016,22
31/03/2020,Uruguay,11,0,320,1,199,1,11,494,22016,22
01/04/2020,Uruguay,18,0,338,1,199,1,12,494,22016,22
02/04/2020,Uruguay,0,1,338,2,199,1,13,494,22016,22
03/04/2020,Uruguay,31,2,369,4,199,1,14,494,22016,22
04/04/2020,Uruguay,17,0,386,4,199,1,15,494,22016,22
05/04/2020,Uruguay,14,1,400,5,199,1,16,494,22016,22
06/04/2020,Uruguay,6,1,406,6,199,1,17,494,22016,22
07/04/2020,Uruguay,9,0,415,6,199,1,18,494,22016,22
08/04/2020,Uruguay,9,1,424,7,199,1,19,494,22016,22
09/04/2020,Uruguay,32,0,456,7,199,1,20,494,22016,22
10/04/2020,Uruguay,17,0,473,7,199,1,21,494,22016,22
11/04/2020,Uruguay,21,0,494,7,199,1,22,494,22016,22
28/03/2020,Uzbekistan,21,0,104,0,200,1,1,624,22016,15
29/03/2020,Uzbekistan,29,1,133,1,200,1,2,624,22016,15
30/03/2020,Uzbekistan,12,0,145,1,200,1,3,624,22016,15
31/03/2020,Uzbekistan,4,1,149,2,200,1,4,624,22016,15
01/04/2020,Uzbekistan,24,0,173,2,200,1,5,624,22016,15
02/04/2020,Uzbekistan,14,0,187,2,200,1,6,624,22016,15
03/04/2020,Uzbekistan,3,0,190,2,200,1,7,624,22016,15
04/04/2020,Uzbekistan,37,0,227,2,200,1,8,624,22016,15
05/04/2020,Uzbekistan,39,0,266,2,200,1,9,624,22016,15
06/04/2020,Uzbekistan,76,0,342,2,200,1,10,624,22016,15
07/04/2020,Uzbekistan,55,0,397,2,200,1,11,624,22016,15
08/04/2020,Uzbekistan,107,0,504,2,200,1,12,624,22016,15
09/04/2020,Uzbekistan,51,1,555,3,200,1,13,624,22016,15
10/04/2020,Uzbekistan,27,0,582,3,200,1,14,624,22016,15
11/04/2020,Uzbekistan,42,0,624,3,200,1,15,624,22016,15
26/03/2020,Venezuela,15,0,106,0,202,1,1,175,22016,17
27/03/2020,Venezuela,1,1,107,1,202,1,2,175,22016,17
28/03/2020,Venezuela,12,0,119,1,202,1,3,175,22016,17
29/03/2020,Venezuela,0,0,119,1,202,1,4,175,22016,17
30/03/2020,Venezuela,0,0,119,1,202,1,5,175,22016,17
31/03/2020,Venezuela,16,2,135,3,202,1,6,175,22016,17
01/04/2020,Venezuela,0,0,135,3,202,1,7,175,22016,17
02/04/2020,Venezuela,8,0,143,3,202,1,8,175,22016,17
03/04/2020,Venezuela,1,0,144,3,202,1,9,175,22016,17
04/04/2020,Venezuela,0,0,144,3,202,1,10,175,22016,17
05/04/2020,Venezuela,0,2,144,5,202,1,11,175,22016,17
06/04/2020,Venezuela,4,0,148,5,202,1,12,175,22016,17
07/04/2020,Venezuela,11,0,159,5,202,1,13,175,22016,17
08/04/2020,Venezuela,7,2,166,7,202,1,14,175,22016,17
09/04/2020,Venezuela,1,1,167,8,202,1,15,175,22016,17
10/04/2020,Venezuela,4,1,171,9,202,1,16,175,22016,17
11/04/2020,Venezuela,4,0,175,9,202,1,17,175,22016,17
23/03/2020,Vietnam,24,0,118,0,203,1,1,255,22016,20
24/03/2020,Vietnam,5,0,123,0,203,1,2,255,22016,20
25/03/2020,Vietnam,11,0,134,0,203,1,3,255,22016,20
26/03/2020,Vietnam,14,0,148,0,203,1,4,255,22016,20
27/03/2020,Vietnam,5,0,153,0,203,1,5,255,22016,20
28/03/2020,Vietnam,16,0,169,0,203,1,6,255,22016,20
29/03/2020,Vietnam,54,0,223,0,203,1,7,255,22016,20
30/03/2020,Vietnam,5,0,228,0,203,1,8,255,22016,20
31/03/2020,Vietnam,1,0,229,0,203,1,9,255,22016,20
01/04/2020,Vietnam,0,0,229,0,203,1,10,255,22016,20
02/04/2020,Vietnam,6,0,235,0,203,1,11,255,22016,20
03/04/2020,Vietnam,4,0,239,0,203,1,12,255,22016,20
04/04/2020,Vietnam,0,0,239,0,203,1,13,255,22016,20
05/04/2020,Vietnam,1,0,240,0,203,1,14,255,22016,20
06/04/2020,Vietnam,1,0,241,0,203,1,15,255,22016,20
07/04/2020,Vietnam,4,0,245,0,203,1,16,255,22016,20
08/04/2020,Vietnam,6,0,251,0,203,1,17,255,22016,20
09/04/2020,Vietnam,0,0,251,0,203,1,18,255,22016,20
10/04/2020,Vietnam,4,0,255,0,203,1,19,255,22016,20
11/04/2020,Vietnam,0,0,255,0,203,1,20,255,22016,20
19/01/2020,World,136,1,219,3,204,1,1,1653204,22016,84
20/01/2020,World,20,0,239,3,204,1,2,1653204,22016,84
21/01/2020,World,153,3,392,6,204,1,3,1653204,22016,84
22/01/2020,World,142,11,534,17,204,1,4,1653204,22016,84
23/01/2020,World,97,0,631,17,204,1,5,1653204,22016,84
24/01/2020,World,266,9,897,26,204,1,6,1653204,22016,84
25/01/2020,World,453,15,1350,41,204,1,7,1653204,22016,84
26/01/2020,World,673,15,2023,56,204,1,8,1653204,22016,84
27/01/2020,World,797,25,2820,81,204,1,9,1653204,22016,84
28/01/2020,World,1767,25,4587,106,204,1,10,1653204,22016,84
29/01/2020,World,1480,26,6067,132,204,1,11,1653204,22016,84
30/01/2020,World,1756,38,7823,170,204,1,12,1653204,22016,84
31/01/2020,World,2003,43,9826,213,204,1,13,1653204,22016,84
01/02/2020,World,2120,46,11946,259,204,1,14,1653204,22016,84
02/02/2020,World,2608,46,14554,305,204,1,15,1653204,22016,84
03/02/2020,World,2818,57,17372,362,204,1,16,1653204,22016,84
04/02/2020,World,3243,65,20615,427,204,1,17,1653204,22016,84
05/02/2020,World,3907,66,24522,493,204,1,18,1653204,22016,84
06/02/2020,World,3751,72,28273,565,204,1,19,1653204,22016,84
07/02/2020,World,3218,73,31491,638,204,1,20,1653204,22016,84
08/02/2020,World,3442,86,34933,724,204,1,21,1653204,22016,84
09/02/2020,World,2619,89,37552,813,204,1,22,1653204,22016,84
10/02/2020,World,2988,97,40540,910,204,1,23,1653204,22016,84
11/02/2020,World,2565,108,43105,1018,204,1,24,1653204,22016,84
12/02/2020,World,2072,97,45177,1115,204,1,25,1653204,22016,84
13/02/2020,World,15151,255,60328,1370,204,1,26,1653204,22016,84
14/02/2020,World,4215,13,64543,1383,204,1,27,1653204,22016,84
15/02/2020,World,2560,144,67103,1527,204,1,28,1653204,22016,84
16/02/2020,World,2162,142,69265,1669,204,1,29,1653204,22016,84
17/02/2020,World,2067,106,71332,1775,204,1,30,1653204,22016,84
18/02/2020,World,1995,98,73327,1873,204,1,31,1653204,22016,84
19/02/2020,World,1864,139,75191,2012,204,1,32,1653204,22016,84
20/02/2020,World,532,116,75723,2128,204,1,33,1653204,22016,84
21/02/2020,World,996,119,76719,2247,204,1,34,1653204,22016,84
22/02/2020,World,1085,112,77804,2359,204,1,35,1653204,22016,84
23/02/2020,World,1008,104,78812,2463,204,1,36,1653204,22016,84
24/02/2020,World,527,156,79339,2619,204,1,37,1653204,22016,84
25/02/2020,World,793,79,80132,2698,204,1,38,1653204,22016,84
26/02/2020,World,863,64,80995,2762,204,1,39,1653204,22016,84
27/02/2020,World,1106,38,82101,2800,204,1,40,1653204,22016,84
28/02/2020,World,1264,57,83365,2857,204,1,41,1653204,22016,84
29/02/2020,World,1838,64,85203,2921,204,1,42,1653204,22016,84
01/03/2020,World,1821,58,87024,2979,204,1,43,1653204,22016,84
02/03/2020,World,2044,67,89068,3046,204,1,44,1653204,22016,84
03/03/2020,World,1797,72,90865,3118,204,1,45,1653204,22016,84
04/03/2020,World,2212,84,93077,3202,204,1,46,1653204,22016,84
05/03/2020,World,2239,80,95316,3282,204,1,47,1653204,22016,84
06/03/2020,World,2856,103,98172,3385,204,1,48,1653204,22016,84
07/03/2020,World,3961,103,102133,3488,204,1,49,1653204,22016,84
08/03/2020,World,3691,97,105824,3585,204,1,50,1653204,22016,84
09/03/2020,World,3871,229,109695,3814,204,1,51,1653204,22016,84
10/03/2020,World,4537,209,114232,4023,204,1,52,1653204,22016,84
11/03/2020,World,4378,269,118610,4292,204,1,53,1653204,22016,84
12/03/2020,World,6887,326,125497,4618,204,1,54,1653204,22016,84
13/03/2020,World,8355,351,133852,4969,204,1,55,1653204,22016,84
14/03/2020,World,9375,438,143227,5407,204,1,56,1653204,22016,84
15/03/2020,World,11547,354,154774,5761,204,1,57,1653204,22016,84
16/03/2020,World,12644,745,167418,6506,204,1,58,1653204,22016,84
17/03/2020,World,12678,596,180096,7102,204,1,59,1653204,22016,84
18/03/2020,World,14740,789,194836,7891,204,1,60,1653204,22016,84
19/03/2020,World,18314,951,213150,8842,204,1,61,1653204,22016,84
20/03/2020,World,29214,1041,242364,9883,204,1,62,1653204,22016,84
21/03/2020,World,28742,1366,271106,11249,204,1,63,1653204,22016,84
22/03/2020,World,34082,1695,305188,12944,204,1,64,1653204,22016,84
23/03/2020,World,32945,1657,338133,14601,204,1,65,1653204,22016,84
24/03/2020,World,39785,1762,377918,16363,204,1,66,1653204,22016,84
25/03/2020,World,38927,2200,416845,18563,204,1,67,1653204,22016,84
26/03/2020,World,51204,2426,468049,20989,204,1,68,1653204,22016,84
27/03/2020,World,59718,2681,527767,23670,204,1,69,1653204,22016,84
28/03/2020,World,63923,3318,591690,26988,204,1,70,1653204,22016,84
29/03/2020,World,65178,3461,656868,30449,204,1,71,1653204,22016,84
30/03/2020,World,58490,3125,715358,33574,204,1,72,1653204,22016,84
31/03/2020,World,61775,3698,777133,37272,204,1,73,1653204,22016,84
01/04/2020,World,74208,4617,851341,41889,204,1,74,1653204,22016,84
02/04/2020,World,77149,4995,928490,46884,204,1,75,1653204,22016,84
03/04/2020,World,77447,4688,1005937,51572,204,1,76,1653204,22016,84
04/04/2020,World,81714,6586,1087651,58158,204,1,77,1653204,22016,84
05/04/2020,World,86713,6115,1174364,64273,204,1,78,1653204,22016,84
06/04/2020,World,71232,4655,1245596,68928,204,1,79,1653204,22016,84
07/04/2020,World,71390,5137,1316986,74065,204,1,80,1653204,22016,84
08/04/2020,World,74902,7412,1391888,81477,204,1,81,1653204,22016,84
09/04/2020,World,84930,6339,1476818,87816,204,1,82,1653204,22016,84
10/04/2020,World,87039,7223,1563857,95039,204,1,83,1653204,22016,84
11/04/2020,World,89347,7049,1653204,102088,204,1,84,1653204,22016,84
