date,location,new_cases,new_deaths,total_cases,total_deaths,countryid,hundred_cases,day,total_today,date_today,day_today
29/03/2020,Afghanistan,15,1,106,3,1,1,1,521,22016,14
30/03/2020,Afghanistan,8,1,114,4,1,1,2,521,22016,14
31/03/2020,Afghanistan,27,0,141,4,1,1,3,521,22016,14
01/04/2020,Afghanistan,25,0,166,4,1,1,4,521,22016,14
02/04/2020,Afghanistan,26,0,192,4,1,1,5,521,22016,14
03/04/2020,Afghanistan,43,0,235,4,1,1,6,521,22016,14
04/04/2020,Afghanistan,0,0,235,4,1,1,7,521,22016,14
05/04/2020,Afghanistan,35,1,270,5,1,1,8,521,22016,14
06/04/2020,Afghanistan,29,2,299,7,1,1,9,521,22016,14
07/04/2020,Afghanistan,38,0,337,7,1,1,10,521,22016,14
08/04/2020,Afghanistan,30,4,367,11,1,1,11,521,22016,14
09/04/2020,Afghanistan,56,3,423,14,1,1,12,521,22016,14
10/04/2020,Afghanistan,61,1,484,15,1,1,13,521,22016,14
11/04/2020,Afghanistan,37,0,521,15,1,1,14,521,22016,14
24/03/2020,Albania,11,2,100,4,2,1,1,416,22016,19
25/03/2020,Albania,23,1,123,5,2,1,2,416,22016,19
26/03/2020,Albania,23,0,146,5,2,1,3,416,22016,19
27/03/2020,Albania,28,1,174,6,2,1,4,416,22016,19
28/03/2020,Albania,12,3,186,9,2,1,5,416,22016,19
29/03/2020,Albania,11,1,197,10,2,1,6,416,22016,19
30/03/2020,Albania,15,0,212,10,2,1,7,416,22016,19
31/03/2020,Albania,11,2,223,12,2,1,8,416,22016,19
01/04/2020,Albania,20,3,243,15,2,1,9,416,22016,19
02/04/2020,Albania,16,0,259,15,2,1,10,416,22016,19
03/04/2020,Albania,18,1,277,16,2,1,11,416,22016,19
04/04/2020,Albania,27,1,304,17,2,1,12,416,22016,19
05/04/2020,Albania,29,2,333,19,2,1,13,416,22016,19
06/04/2020,Albania,28,2,361,21,2,1,14,416,22016,19
07/04/2020,Albania,16,1,377,22,2,1,15,416,22016,19
08/04/2020,Albania,6,0,383,22,2,1,16,416,22016,19
09/04/2020,Albania,17,0,400,22,2,1,17,416,22016,19
10/04/2020,Albania,9,1,409,23,2,1,18,416,22016,19
11/04/2020,Albania,7,0,416,23,2,1,19,416,22016,19
23/03/2020,Algeria,8,5,102,15,3,1,1,1761,22016,20
24/03/2020,Algeria,87,2,189,17,3,1,2,1761,22016,20
25/03/2020,Algeria,42,0,231,17,3,1,3,1761,22016,20
26/03/2020,Algeria,33,0,264,17,3,1,4,1761,22016,20
27/03/2020,Algeria,41,4,305,21,3,1,5,1761,22016,20
28/03/2020,Algeria,0,0,305,21,3,1,6,1761,22016,20
29/03/2020,Algeria,104,5,409,26,3,1,7,1761,22016,20
30/03/2020,Algeria,45,3,454,29,3,1,8,1761,22016,20
31/03/2020,Algeria,57,2,511,31,3,1,9,1761,22016,20
01/04/2020,Algeria,73,4,584,35,3,1,10,1761,22016,20
02/04/2020,Algeria,263,23,847,58,3,1,11,1761,22016,20
03/04/2020,Algeria,0,0,847,58,3,1,12,1761,22016,20
04/04/2020,Algeria,139,25,986,83,3,1,13,1761,22016,20
05/04/2020,Algeria,314,47,1300,130,3,1,14,1761,22016,20
06/04/2020,Algeria,20,22,1320,152,3,1,15,1761,22016,20
07/04/2020,Algeria,103,21,1423,173,3,1,16,1761,22016,20
08/04/2020,Algeria,45,21,1468,194,3,1,17,1761,22016,20
09/04/2020,Algeria,104,11,1572,205,3,1,18,1761,22016,20
10/04/2020,Algeria,94,30,1666,235,3,1,19,1761,22016,20
11/04/2020,Algeria,95,21,1761,256,3,1,20,1761,22016,20
23/03/2020,Andorra,25,0,113,0,4,1,1,601,22016,20
24/03/2020,Andorra,20,0,133,0,4,1,2,601,22016,20
25/03/2020,Andorra,31,0,164,0,4,1,3,601,22016,20
26/03/2020,Andorra,24,0,188,0,4,1,4,601,22016,20
27/03/2020,Andorra,36,3,224,3,4,1,5,601,22016,20
28/03/2020,Andorra,43,0,267,3,4,1,6,601,22016,20
29/03/2020,Andorra,41,1,308,4,4,1,7,601,22016,20
30/03/2020,Andorra,26,2,334,6,4,1,8,601,22016,20
31/03/2020,Andorra,36,2,370,8,4,1,9,601,22016,20
01/04/2020,Andorra,6,4,376,12,4,1,10,601,22016,20
02/04/2020,Andorra,14,2,390,14,4,1,11,601,22016,20
03/04/2020,Andorra,38,1,428,15,4,1,12,601,22016,20
04/04/2020,Andorra,11,1,439,16,4,1,13,601,22016,20
05/04/2020,Andorra,27,1,466,17,4,1,14,601,22016,20
06/04/2020,Andorra,35,1,501,18,4,1,15,601,22016,20
07/04/2020,Andorra,25,3,526,21,4,1,16,601,22016,20
08/04/2020,Andorra,19,1,545,22,4,1,17,601,22016,20
09/04/2020,Andorra,19,1,564,23,4,1,18,601,22016,20
10/04/2020,Andorra,19,2,583,25,4,1,19,601,22016,20
11/04/2020,Andorra,18,1,601,26,4,1,20,601,22016,20
20/03/2020,Argentina,31,1,128,3,8,1,1,1975,22016,23
21/03/2020,Argentina,30,0,158,3,8,1,2,1975,22016,23
22/03/2020,Argentina,67,1,225,4,8,1,3,1975,22016,23
23/03/2020,Argentina,41,0,266,4,8,1,4,1975,22016,23
24/03/2020,Argentina,35,0,301,4,8,1,5,1975,22016,23
25/03/2020,Argentina,86,2,387,6,8,1,6,1975,22016,23
26/03/2020,Argentina,115,2,502,8,8,1,7,1975,22016,23
27/03/2020,Argentina,87,4,589,12,8,1,8,1975,22016,23
28/03/2020,Argentina,101,5,690,17,8,1,9,1975,22016,23
29/03/2020,Argentina,55,2,745,19,8,1,10,1975,22016,23
30/03/2020,Argentina,75,1,820,20,8,1,11,1975,22016,23
31/03/2020,Argentina,146,4,966,24,8,1,12,1975,22016,23
01/04/2020,Argentina,0,0,966,24,8,1,13,1975,22016,23
02/04/2020,Argentina,167,7,1133,31,8,1,14,1975,22016,23
03/04/2020,Argentina,0,3,1133,34,8,1,15,1975,22016,23
04/04/2020,Argentina,132,3,1265,37,8,1,16,1975,22016,23
05/04/2020,Argentina,186,6,1451,43,8,1,17,1975,22016,23
06/04/2020,Argentina,103,3,1554,46,8,1,18,1975,22016,23
07/04/2020,Argentina,74,7,1628,53,8,1,19,1975,22016,23
08/04/2020,Argentina,87,7,1715,60,8,1,20,1975,22016,23
09/04/2020,Argentina,80,5,1795,65,8,1,21,1975,22016,23
10/04/2020,Argentina,99,14,1894,79,8,1,22,1975,22016,23
11/04/2020,Argentina,81,3,1975,82,8,1,23,1975,22016,23
19/03/2020,Armenia,37,0,115,0,9,1,1,937,22016,24
20/03/2020,Armenia,7,0,122,0,9,1,2,937,22016,24
21/03/2020,Armenia,14,0,136,0,9,1,3,937,22016,24
22/03/2020,Armenia,24,0,160,0,9,1,4,937,22016,24
23/03/2020,Armenia,30,0,190,0,9,1,5,937,22016,24
24/03/2020,Armenia,4,0,194,0,9,1,6,937,22016,24
25/03/2020,Armenia,71,0,265,0,9,1,7,937,22016,24
26/03/2020,Armenia,25,0,290,0,9,1,8,937,22016,24
27/03/2020,Armenia,39,1,329,1,9,1,9,937,22016,24
28/03/2020,Armenia,43,0,372,1,9,1,10,937,22016,24
29/03/2020,Armenia,52,2,424,3,9,1,11,937,22016,24
30/03/2020,Armenia,0,0,424,3,9,1,12,937,22016,24
31/03/2020,Armenia,58,0,482,3,9,1,13,937,22016,24
01/04/2020,Armenia,50,0,532,3,9,1,14,937,22016,24
02/04/2020,Armenia,39,0,571,3,9,1,15,937,22016,24
03/04/2020,Armenia,92,1,663,4,9,1,16,937,22016,24
04/04/2020,Armenia,73,3,736,7,9,1,17,937,22016,24
05/04/2020,Armenia,34,0,770,7,9,1,18,937,22016,24
06/04/2020,Armenia,52,0,822,7,9,1,19,937,22016,24
07/04/2020,Armenia,11,1,833,8,9,1,20,937,22016,24
08/04/2020,Armenia,20,0,853,8,9,1,21,937,22016,24
09/04/2020,Armenia,28,1,881,9,9,1,22,937,22016,24
10/04/2020,Armenia,40,1,921,10,9,1,23,937,22016,24
11/04/2020,Armenia,16,1,937,11,9,1,24,937,22016,24
10/03/2020,Australia,20,0,100,3,11,1,1,6238,22016,33
11/03/2020,Australia,12,0,112,3,11,1,2,6238,22016,33
12/03/2020,Australia,14,0,126,3,11,1,3,6238,22016,33
13/03/2020,Australia,30,0,156,3,11,1,4,6238,22016,33
14/03/2020,Australia,41,0,197,3,11,1,5,6238,22016,33
15/03/2020,Australia,52,0,249,3,11,1,6,6238,22016,33
16/03/2020,Australia,49,2,298,5,11,1,7,6238,22016,33
17/03/2020,Australia,77,0,375,5,11,1,8,6238,22016,33
18/03/2020,Australia,79,0,454,5,11,1,9,6238,22016,33
19/03/2020,Australia,111,1,565,6,11,1,10,6238,22016,33
20/03/2020,Australia,144,0,709,6,11,1,11,6238,22016,33
21/03/2020,Australia,165,1,874,7,11,1,12,6238,22016,33
22/03/2020,Australia,224,0,1098,7,11,1,13,6238,22016,33
23/03/2020,Australia,611,0,1709,7,11,1,14,6238,22016,33
24/03/2020,Australia,114,0,1823,7,11,1,15,6238,22016,33
25/03/2020,Australia,600,1,2423,8,11,1,16,6238,22016,33
26/03/2020,Australia,376,3,2799,11,11,1,17,6238,22016,33
27/03/2020,Australia,367,2,3166,13,11,1,18,6238,22016,33
28/03/2020,Australia,212,0,3378,13,11,1,19,6238,22016,33
29/03/2020,Australia,431,1,3809,14,11,1,20,6238,22016,33
30/03/2020,Australia,284,2,4093,16,11,1,21,6238,22016,33
31/03/2020,Australia,464,3,4557,19,11,1,22,6238,22016,33
01/04/2020,Australia,150,1,4707,20,11,1,23,6238,22016,33
02/04/2020,Australia,269,1,4976,21,11,1,24,6238,22016,33
03/04/2020,Australia,248,2,5224,23,11,1,25,6238,22016,33
04/04/2020,Australia,324,7,5548,30,11,1,26,6238,22016,33
05/04/2020,Australia,139,4,5687,34,11,1,27,6238,22016,33
06/04/2020,Australia,57,2,5744,36,11,1,28,6238,22016,33
07/04/2020,Australia,100,6,5844,42,11,1,29,6238,22016,33
08/04/2020,Australia,112,3,5956,45,11,1,30,6238,22016,33
09/04/2020,Australia,96,5,6052,50,11,1,31,6238,22016,33
10/04/2020,Australia,100,2,6152,52,11,1,32,6238,22016,33
11/04/2020,Australia,86,2,6238,54,11,1,33,6238,22016,33
09/03/2020,Austria,3,0,102,0,12,1,1,13560,22016,34
10/03/2020,Austria,29,0,131,0,12,1,2,13560,22016,34
11/03/2020,Austria,51,0,182,0,12,1,3,13560,22016,34
12/03/2020,Austria,64,0,246,0,12,1,4,13560,22016,34
13/03/2020,Austria,115,1,361,1,12,1,5,13560,22016,34
14/03/2020,Austria,143,0,504,1,12,1,6,13560,22016,34
15/03/2020,Austria,151,0,655,1,12,1,7,13560,22016,34
16/03/2020,Austria,205,0,860,1,12,1,8,13560,22016,34
17/03/2020,Austria,156,2,1016,3,12,1,9,13560,22016,34
18/03/2020,Austria,316,0,1332,3,12,1,10,13560,22016,34
19/03/2020,Austria,314,1,1646,4,12,1,11,13560,22016,34
20/03/2020,Austria,550,2,2196,6,12,1,12,13560,22016,34
21/03/2020,Austria,453,0,2649,6,12,1,13,13560,22016,34
22/03/2020,Austria,375,2,3024,8,12,1,14,13560,22016,34
23/03/2020,Austria,607,8,3631,16,12,1,15,13560,22016,34
24/03/2020,Austria,855,9,4486,25,12,1,16,13560,22016,34
25/03/2020,Austria,796,5,5282,30,12,1,17,13560,22016,34
26/03/2020,Austria,606,4,5888,34,12,1,18,13560,22016,34
27/03/2020,Austria,1141,18,7029,52,12,1,19,13560,22016,34
28/03/2020,Austria,668,16,7697,68,12,1,20,13560,22016,34
29/03/2020,Austria,594,0,8291,68,12,1,21,13560,22016,34
30/03/2020,Austria,522,18,8813,86,12,1,22,13560,22016,34
31/03/2020,Austria,805,22,9618,108,12,1,23,13560,22016,34
01/04/2020,Austria,564,20,10182,128,12,1,24,13560,22016,34
02/04/2020,Austria,529,18,10711,146,12,1,25,13560,22016,34
03/04/2020,Austria,418,12,11129,158,12,1,26,13560,22016,34
04/04/2020,Austria,396,10,11525,168,12,1,27,13560,22016,34
05/04/2020,Austria,241,18,11766,186,12,1,28,13560,22016,34
06/04/2020,Austria,217,18,11983,204,12,1,29,13560,22016,34
07/04/2020,Austria,314,16,12297,220,12,1,30,13560,22016,34
08/04/2020,Austria,343,23,12640,243,12,1,31,13560,22016,34
09/04/2020,Austria,329,30,12969,273,12,1,32,13560,22016,34
10/04/2020,Austria,279,22,13248,295,12,1,33,13560,22016,34
11/04/2020,Austria,312,24,13560,319,12,1,34,13560,22016,34
27/03/2020,Azerbaijan,29,1,122,3,13,1,1,991,22016,16
28/03/2020,Azerbaijan,43,0,165,3,13,1,2,991,22016,16
29/03/2020,Azerbaijan,17,1,182,4,13,1,3,991,22016,16
30/03/2020,Azerbaijan,27,0,209,4,13,1,4,991,22016,16
31/03/2020,Azerbaijan,64,0,273,4,13,1,5,991,22016,16
01/04/2020,Azerbaijan,25,1,298,5,13,1,6,991,22016,16
02/04/2020,Azerbaijan,61,0,359,5,13,1,7,991,22016,16
03/04/2020,Azerbaijan,41,0,400,5,13,1,8,991,22016,16
04/04/2020,Azerbaijan,43,0,443,5,13,1,9,991,22016,16
05/04/2020,Azerbaijan,78,0,521,5,13,1,10,991,22016,16
06/04/2020,Azerbaijan,63,2,584,7,13,1,11,991,22016,16
07/04/2020,Azerbaijan,57,0,641,7,13,1,12,991,22016,16
08/04/2020,Azerbaijan,76,1,717,8,13,1,13,991,22016,16
09/04/2020,Azerbaijan,105,0,822,8,13,1,14,991,22016,16
10/04/2020,Azerbaijan,104,1,926,9,13,1,15,991,22016,16
11/04/2020,Azerbaijan,65,1,991,10,13,1,16,991,22016,16
10/03/2020,Bahrain,30,0,109,0,15,1,1,998,22016,33
11/03/2020,Bahrain,1,0,110,0,15,1,2,998,22016,33
12/03/2020,Bahrain,52,0,162,0,15,1,3,998,22016,33
13/03/2020,Bahrain,0,0,162,0,15,1,4,998,22016,33
14/03/2020,Bahrain,48,0,210,0,15,1,5,998,22016,33
15/03/2020,Bahrain,1,0,211,0,15,1,6,998,22016,33
16/03/2020,Bahrain,3,0,214,0,15,1,7,998,22016,33
17/03/2020,Bahrain,7,1,221,1,15,1,8,998,22016,33
18/03/2020,Bahrain,16,0,237,1,15,1,9,998,22016,33
19/03/2020,Bahrain,19,0,256,1,15,1,10,998,22016,33
20/03/2020,Bahrain,13,0,269,1,15,1,11,998,22016,33
21/03/2020,Bahrain,16,0,285,1,15,1,12,998,22016,33
22/03/2020,Bahrain,21,0,306,1,15,1,13,998,22016,33
23/03/2020,Bahrain,28,1,334,2,15,1,14,998,22016,33
24/03/2020,Bahrain,5,0,339,2,15,1,15,998,22016,33
25/03/2020,Bahrain,51,1,390,3,15,1,16,998,22016,33
26/03/2020,Bahrain,29,0,419,3,15,1,17,998,22016,33
27/03/2020,Bahrain,39,1,458,4,15,1,18,998,22016,33
28/03/2020,Bahrain,8,0,466,4,15,1,19,998,22016,33
29/03/2020,Bahrain,7,0,473,4,15,1,20,998,22016,33
30/03/2020,Bahrain,27,0,500,4,15,1,21,998,22016,33
31/03/2020,Bahrain,15,0,515,4,15,1,22,998,22016,33
01/04/2020,Bahrain,52,0,567,4,15,1,23,998,22016,33
02/04/2020,Bahrain,2,0,569,4,15,1,24,998,22016,33
03/04/2020,Bahrain,74,0,643,4,15,1,25,998,22016,33
04/04/2020,Bahrain,0,0,643,4,15,1,26,998,22016,33
05/04/2020,Bahrain,45,0,688,4,15,1,27,998,22016,33
06/04/2020,Bahrain,12,0,700,4,15,1,28,998,22016,33
07/04/2020,Bahrain,56,0,756,4,15,1,29,998,22016,33
08/04/2020,Bahrain,55,1,811,5,15,1,30,998,22016,33
09/04/2020,Bahrain,12,0,823,5,15,1,31,998,22016,33
10/04/2020,Bahrain,64,0,887,5,15,1,32,998,22016,33
11/04/2020,Bahrain,111,1,998,6,15,1,33,998,22016,33
07/04/2020,Bangladesh,35,3,123,12,16,1,1,424,22016,5
08/04/2020,Bangladesh,41,5,164,17,16,1,2,424,22016,5
09/04/2020,Bangladesh,54,3,218,20,16,1,3,424,22016,5
10/04/2020,Bangladesh,112,1,330,21,16,1,4,424,22016,5
11/04/2020,Bangladesh,94,6,424,27,16,1,5,424,22016,5
31/03/2020,Belarus,11,0,105,0,18,1,1,1981,22016,12
01/04/2020,Belarus,47,0,152,0,18,1,2,1981,22016,12
02/04/2020,Belarus,0,0,152,0,18,1,3,1981,22016,12
03/04/2020,Belarus,102,4,254,4,18,1,4,1981,22016,12
04/04/2020,Belarus,97,0,351,4,18,1,5,1981,22016,12
05/04/2020,Belarus,43,1,394,5,18,1,6,1981,22016,12
06/04/2020,Belarus,170,3,564,8,18,1,7,1981,22016,12
07/04/2020,Belarus,136,5,700,13,18,1,8,1981,22016,12
08/04/2020,Belarus,161,0,861,13,18,1,9,1981,22016,12
09/04/2020,Belarus,205,0,1066,13,18,1,10,1981,22016,12
10/04/2020,Belarus,420,3,1486,16,18,1,11,1981,22016,12
11/04/2020,Belarus,495,3,1981,19,18,1,12,1981,22016,12
07/03/2020,Belgium,59,0,109,0,19,1,1,26667,22016,36
08/03/2020,Belgium,60,0,169,0,19,1,2,26667,22016,36
09/03/2020,Belgium,31,0,200,0,19,1,3,26667,22016,36
10/03/2020,Belgium,39,0,239,0,19,1,4,26667,22016,36
11/03/2020,Belgium,28,0,267,0,19,1,5,26667,22016,36
12/03/2020,Belgium,47,3,314,3,19,1,6,26667,22016,36
13/03/2020,Belgium,85,0,399,3,19,1,7,26667,22016,36
14/03/2020,Belgium,160,0,559,3,19,1,8,26667,22016,36
15/03/2020,Belgium,130,1,689,4,19,1,9,26667,22016,36
16/03/2020,Belgium,197,0,886,4,19,1,10,26667,22016,36
17/03/2020,Belgium,199,1,1085,5,19,1,11,26667,22016,36
18/03/2020,Belgium,158,0,1243,5,19,1,12,26667,22016,36
19/03/2020,Belgium,243,9,1486,14,19,1,13,26667,22016,36
20/03/2020,Belgium,309,7,1795,21,19,1,14,26667,22016,36
21/03/2020,Belgium,462,16,2257,37,19,1,15,26667,22016,36
22/03/2020,Belgium,558,30,2815,67,19,1,16,26667,22016,36
23/03/2020,Belgium,586,8,3401,75,19,1,17,26667,22016,36
24/03/2020,Belgium,342,13,3743,88,19,1,18,26667,22016,36
25/03/2020,Belgium,526,34,4269,122,19,1,19,26667,22016,36
26/03/2020,Belgium,668,56,4937,178,19,1,20,26667,22016,36
27/03/2020,Belgium,1298,42,6235,220,19,1,21,26667,22016,36
28/03/2020,Belgium,1049,69,7284,289,19,1,22,26667,22016,36
29/03/2020,Belgium,1850,64,9134,353,19,1,23,26667,22016,36
30/03/2020,Belgium,1702,78,10836,431,19,1,24,26667,22016,36
31/03/2020,Belgium,1063,82,11899,513,19,1,25,26667,22016,36
01/04/2020,Belgium,876,192,12775,705,19,1,26,26667,22016,36
02/04/2020,Belgium,1189,123,13964,828,19,1,27,26667,22016,36
03/04/2020,Belgium,1384,183,15348,1011,19,1,28,26667,22016,36
04/04/2020,Belgium,1422,132,16770,1143,19,1,29,26667,22016,36
05/04/2020,Belgium,1661,140,18431,1283,19,1,30,26667,22016,36
06/04/2020,Belgium,1260,164,19691,1447,19,1,31,26667,22016,36
07/04/2020,Belgium,1123,185,20814,1632,19,1,32,26667,22016,36
08/04/2020,Belgium,1380,403,22194,2035,19,1,33,26667,22016,36
09/04/2020,Belgium,1209,205,23403,2240,19,1,34,26667,22016,36
10/04/2020,Belgium,1580,283,24983,2523,19,1,35,26667,22016,36
11/04/2020,Belgium,1684,496,26667,3019,19,1,36,26667,22016,36
31/03/2020,Bolivia,11,3,107,6,24,1,1,276,22016,12
01/04/2020,Bolivia,8,1,115,7,24,1,2,276,22016,12
02/04/2020,Bolivia,8,1,123,8,24,1,3,276,22016,12
03/04/2020,Bolivia,9,1,132,9,24,1,4,276,22016,12
04/04/2020,Bolivia,7,1,139,10,24,1,5,276,22016,12
05/04/2020,Bolivia,18,0,157,10,24,1,6,276,22016,12
06/04/2020,Bolivia,26,1,183,11,24,1,7,276,22016,12
07/04/2020,Bolivia,11,3,194,14,24,1,8,276,22016,12
08/04/2020,Bolivia,16,1,210,15,24,1,9,276,22016,12
09/04/2020,Bolivia,54,3,264,18,24,1,10,276,22016,12
10/04/2020,Bolivia,4,1,268,19,24,1,11,276,22016,12
11/04/2020,Bolivia,8,1,276,20,24,1,12,276,22016,12
23/03/2020,Bosnia and Herzegovina,33,0,125,1,26,1,1,901,22016,20
24/03/2020,Bosnia and Herzegovina,4,0,129,1,26,1,2,901,22016,20
25/03/2020,Bosnia and Herzegovina,33,1,162,2,26,1,3,901,22016,20
26/03/2020,Bosnia and Herzegovina,19,1,181,3,26,1,4,901,22016,20
27/03/2020,Bosnia and Herzegovina,0,0,181,3,26,1,5,901,22016,20
28/03/2020,Bosnia and Herzegovina,48,0,229,3,26,1,6,901,22016,20
29/03/2020,Bosnia and Herzegovina,28,2,257,5,26,1,7,901,22016,20
30/03/2020,Bosnia and Herzegovina,66,1,323,6,26,1,8,901,22016,20
31/03/2020,Bosnia and Herzegovina,30,2,353,8,26,1,9,901,22016,20
01/04/2020,Bosnia and Herzegovina,60,4,413,12,26,1,10,901,22016,20
02/04/2020,Bosnia and Herzegovina,51,1,464,13,26,1,11,901,22016,20
03/04/2020,Bosnia and Herzegovina,68,4,532,17,26,1,12,901,22016,20
04/04/2020,Bosnia and Herzegovina,54,1,586,18,26,1,13,901,22016,20
05/04/2020,Bosnia and Herzegovina,46,3,632,21,26,1,14,901,22016,20
06/04/2020,Bosnia and Herzegovina,31,3,663,24,26,1,15,901,22016,20
07/04/2020,Bosnia and Herzegovina,32,4,695,28,26,1,16,901,22016,20
08/04/2020,Bosnia and Herzegovina,86,4,781,32,26,1,17,901,22016,20
09/04/2020,Bosnia and Herzegovina,35,3,816,35,26,1,18,901,22016,20
10/04/2020,Bosnia and Herzegovina,59,1,875,36,26,1,19,901,22016,20
11/04/2020,Bosnia and Herzegovina,26,1,901,37,26,1,20,901,22016,20
15/03/2020,Brazil,23,0,121,0,28,1,1,19638,22016,28
16/03/2020,Brazil,79,0,200,0,28,1,2,19638,22016,28
17/03/2020,Brazil,34,0,234,0,28,1,3,19638,22016,28
18/03/2020,Brazil,57,1,291,1,28,1,4,19638,22016,28
19/03/2020,Brazil,137,3,428,4,28,1,5,19638,22016,28
20/03/2020,Brazil,193,2,621,6,28,1,6,19638,22016,28
21/03/2020,Brazil,283,5,904,11,28,1,7,19638,22016,28
22/03/2020,Brazil,224,7,1128,18,28,1,8,19638,22016,28
23/03/2020,Brazil,418,7,1546,25,28,1,9,19638,22016,28
24/03/2020,Brazil,345,9,1891,34,28,1,10,19638,22016,28
25/03/2020,Brazil,310,12,2201,46,28,1,11,19638,22016,28
26/03/2020,Brazil,232,11,2433,57,28,1,12,19638,22016,28
27/03/2020,Brazil,482,20,2915,77,28,1,13,19638,22016,28
28/03/2020,Brazil,502,15,3417,92,28,1,14,19638,22016,28
29/03/2020,Brazil,487,22,3904,114,28,1,15,19638,22016,28
30/03/2020,Brazil,352,22,4256,136,28,1,16,19638,22016,28
31/03/2020,Brazil,323,23,4579,159,28,1,17,19638,22016,28
01/04/2020,Brazil,1138,42,5717,201,28,1,18,19638,22016,28
02/04/2020,Brazil,1119,40,6836,241,28,1,19,19638,22016,28
03/04/2020,Brazil,1074,58,7910,299,28,1,20,19638,22016,28
04/04/2020,Brazil,1146,60,9056,359,28,1,21,19638,22016,28
05/04/2020,Brazil,1222,73,10278,432,28,1,22,19638,22016,28
06/04/2020,Brazil,852,54,11130,486,28,1,23,19638,22016,28
07/04/2020,Brazil,926,67,12056,553,28,1,24,19638,22016,28
08/04/2020,Brazil,1661,114,13717,667,28,1,25,19638,22016,28
09/04/2020,Brazil,2210,133,15927,800,28,1,26,19638,22016,28
10/04/2020,Brazil,1930,141,17857,941,28,1,27,19638,22016,28
11/04/2020,Brazil,1781,115,19638,1056,28,1,28,19638,22016,28
25/03/2020,Brunei,13,0,104,0,30,1,1,136,22016,18
26/03/2020,Brunei,3,0,107,0,30,1,2,136,22016,18
27/03/2020,Brunei,7,0,114,0,30,1,3,136,22016,18
28/03/2020,Brunei,1,0,115,0,30,1,4,136,22016,18
29/03/2020,Brunei,5,1,120,1,30,1,5,136,22016,18
30/03/2020,Brunei,6,0,126,1,30,1,6,136,22016,18
31/03/2020,Brunei,1,0,127,1,30,1,7,136,22016,18
01/04/2020,Brunei,2,0,129,1,30,1,8,136,22016,18
02/04/2020,Brunei,2,0,131,1,30,1,9,136,22016,18
03/04/2020,Brunei,2,0,133,1,30,1,10,136,22016,18
04/04/2020,Brunei,0,0,133,1,30,1,11,136,22016,18
05/04/2020,Brunei,2,0,135,1,30,1,12,136,22016,18
06/04/2020,Brunei,0,0,135,1,30,1,13,136,22016,18
07/04/2020,Brunei,0,0,135,1,30,1,14,136,22016,18
08/04/2020,Brunei,0,0,135,1,30,1,15,136,22016,18
09/04/2020,Brunei,0,0,135,1,30,1,16,136,22016,18
10/04/2020,Brunei,0,0,135,1,30,1,17,136,22016,18
11/04/2020,Brunei,1,0,136,1,30,1,18,136,22016,18
20/03/2020,Bulgaria,13,1,105,3,31,1,1,635,22016,23
21/03/2020,Bulgaria,22,0,127,3,31,1,2,635,22016,23
22/03/2020,Bulgaria,36,0,163,3,31,1,3,635,22016,23
23/03/2020,Bulgaria,22,0,185,3,31,1,4,635,22016,23
24/03/2020,Bulgaria,16,0,201,3,31,1,5,635,22016,23
25/03/2020,Bulgaria,19,0,220,3,31,1,6,635,22016,23
26/03/2020,Bulgaria,22,0,242,3,31,1,7,635,22016,23
27/03/2020,Bulgaria,22,0,264,3,31,1,8,635,22016,23
28/03/2020,Bulgaria,29,0,293,3,31,1,9,635,22016,23
29/03/2020,Bulgaria,38,4,331,7,31,1,10,635,22016,23
30/03/2020,Bulgaria,15,1,346,8,31,1,11,635,22016,23
31/03/2020,Bulgaria,13,0,359,8,31,1,12,635,22016,23
01/04/2020,Bulgaria,40,0,399,8,31,1,13,635,22016,23
02/04/2020,Bulgaria,23,2,422,10,31,1,14,635,22016,23
03/04/2020,Bulgaria,35,0,457,10,31,1,15,635,22016,23
04/04/2020,Bulgaria,28,4,485,14,31,1,16,635,22016,23
05/04/2020,Bulgaria,18,3,503,17,31,1,17,635,22016,23
06/04/2020,Bulgaria,28,3,531,20,31,1,18,635,22016,23
07/04/2020,Bulgaria,18,2,549,22,31,1,19,635,22016,23
08/04/2020,Bulgaria,28,1,577,23,31,1,20,635,22016,23
09/04/2020,Bulgaria,16,1,593,24,31,1,21,635,22016,23
10/04/2020,Bulgaria,31,0,624,24,31,1,22,635,22016,23
11/04/2020,Bulgaria,11,1,635,25,31,1,23,635,22016,23
26/03/2020,Burkina Faso,15,0,114,3,32,1,1,448,22016,17
27/03/2020,Burkina Faso,32,0,146,3,32,1,2,448,22016,17
28/03/2020,Burkina Faso,0,0,146,3,32,1,3,448,22016,17
29/03/2020,Burkina Faso,34,6,180,9,32,1,4,448,22016,17
30/03/2020,Burkina Faso,0,0,180,9,32,1,5,448,22016,17
31/03/2020,Burkina Faso,42,3,222,12,32,1,6,448,22016,17
01/04/2020,Burkina Faso,24,0,246,12,32,1,7,448,22016,17
02/04/2020,Burkina Faso,15,2,261,14,32,1,8,448,22016,17
03/04/2020,Burkina Faso,27,2,288,16,32,1,9,448,22016,17
04/04/2020,Burkina Faso,0,0,288,16,32,1,10,448,22016,17
05/04/2020,Burkina Faso,14,0,302,16,32,1,11,448,22016,17
06/04/2020,Burkina Faso,43,1,345,17,32,1,12,448,22016,17
07/04/2020,Burkina Faso,19,0,364,17,32,1,13,448,22016,17
